PP	verb	is.colloc	is.SVC	is.figur	freq	MI	Dice	z.score	t.score	chisq	chisq.corr	log.like	Fisher
für:Kreistag	kandidieren	FALSE	FALSE	FALSE	33	2.64658	0.028646	120.66	5.7316	14566	14127	343.37	75.67
für:Ortsbeirat	kandidieren	FALSE	FALSE	FALSE	58	2.55532	0.046178	143.935	7.5946	20727	20371	577.58	126.66
für:Stadtparlament	kandidieren	FALSE	FALSE	FALSE	35	2.74646	0.030756	139.471	5.9055	19461	18908	382.24	84.11
von:Mark	kassieren	FALSE	FALSE	FALSE	32	0.70405	0.003753	10.208	4.5386	105	101	52.76	12.51
für:Mark	kaufen	FALSE	FALSE	FALSE	170	1.61813	0.037057	81.979	12.7243	6733	6692	947.3	207.19
in+:Jahr	kaufen	FALSE	FALSE	FALSE	34	0.30339	0.003088	4.157	2.9313	17	16	13.39	3.8
in:Jahr	kaufen	FALSE	FALSE	FALSE	31	0.17133	0.002383	2.211	1.815	5	4	4.27	1.65
von:Mark	kaufen	FALSE	FALSE	FALSE	53	0.55239	0.005309	9.897	5.2395	98	96	58.92	13.92
vor:Jahr	kaufen	FALSE	FALSE	FALSE	44	0.60915	0.005528	10.086	5.0018	102	99	57.39	13.56
unter:Teppich	kehren	TRUE	FALSE	TRUE	39	3.31439	0.07529	283.477	6.242	80376	78327	536.04	117.48
seit:Jahr	kennen	FALSE	FALSE	FALSE	77	0.78085	0.008948	17.99	7.3215	325	320	149.5	33.73
ab:Uhr	kerben	FALSE	FALSE	FALSE	38	1.22642	0.007629	23.797	5.7984	567	552	144.25	32.48
um:Uhr	kerben	FALSE	FALSE	FALSE	34	0.69608	0.00247	10.379	4.657	108	104	55.27	13.07
seit:Jahr	klagen	FALSE	FALSE	FALSE	33	0.54603	0.004193	7.708	4.1107	60	57	35.94	8.82
bis:Uhr	klemmen	FALSE	FALSE	FALSE	170	2.47204	0.09927	223.758	12.9944	50102	49806	1631.41	355.72
für:Kunst	klemmen	FALSE	FALSE	FALSE	170	2.80371	0.139516	328.394	13.0179	107895	107260	1910.37	416.27
in+:Landtag	klemmen	FALSE	FALSE	FALSE	40	2.06668	0.029828	67.706	6.2703	4587	4472	303.83	67.16
auf:Mark	klettern	FALSE	FALSE	FALSE	110	1.77831	0.034003	79.901	10.3134	6392	6333	692.75	151.83
um:Mark	klettern	FALSE	FALSE	FALSE	39	1.65993	0.018714	41.294	6.1083	1707	1662	223.24	49.65
um:Prozent	klettern	FALSE	FALSE	FALSE	143	1.80176	0.038297	93.678	11.7695	8789	8726	918.19	200.83
um:Punkt	klettern	FALSE	FALSE	FALSE	39	2.12657	0.027397	71.706	6.1983	5145	5013	307.45	67.94
von:Prozent	klettern	FALSE	FALSE	FALSE	33	1.21164	0.009528	21.754	5.3917	474	459	122.84	27.8
in:Ohr	klingen	TRUE	FALSE	TRUE	50	2.77847	0.040258	172.98	7.0593	29937	29340	556	121.91
an:Tür	klopfen	FALSE	FALSE	FALSE	30	2.94386	0.068729	162.18	5.471	26307	25436	351.43	77.42
auf:Schulter	klopfen	TRUE	FALSE	TRUE	57	2.98243	0.103731	233.722	7.542	54638	53682	681.24	149.16
an:Bedingung	knüpfen	FALSE	FALSE	FALSE	47	3.0801	0.059949	237.54	6.85	56443	55247	592.34	129.76
mit:Wagen	kollidieren	FALSE	FALSE	FALSE	33	2.41041	0.040516	91.785	5.7222	8427	8173	303.31	67
ab:Uhr	kommen	FALSE	FALSE	FALSE	118	-0.12927	0.00231	-3.245	-3.766	-11	-10	-11.79	0
als:Gast	kommen	FALSE	FALSE	FALSE	31	0.65822	0.00066	9.27	4.3447	88	84	47.24	11.29
als:Mensch	kommen	FALSE	FALSE	FALSE	30	0.20358	0.000635	2.591	2.0497	7	6	5.8	2.02
an+:Abend	kommen	FALSE	FALSE	FALSE	37	-0.01123	0.000774	-0.157	-0.1594	0	0	-0.03	0.23
an+:Dezember	kommen	FALSE	FALSE	FALSE	33	0.01128	0.000693	0.149	0.1473	0	0	0.02	0.33
an+:Dienstag	kommen	FALSE	FALSE	FALSE	222	-0.07878	0.004111	-2.707	-2.9635	-7	-7	-7.93	0
an+:Donnerstag	kommen	FALSE	FALSE	FALSE	220	-0.08829	0.004067	-3.021	-3.3438	-9	-9	-9.94	0
an+:Ende	kommen	FALSE	FALSE	FALSE	83	-0.13033	0.001666	-2.744	-3.1886	-8	-7	-8.43	0
an+:Februar	kommen	FALSE	FALSE	FALSE	35	0.11478	0.000737	1.568	1.374	3	2	2.29	1.14
an+:Freitag	kommen	FALSE	FALSE	FALSE	257	-0.03964	0.004723	-1.464	-1.532	-2	-2	-2.25	0.03
an+:Licht	kommen	TRUE	FALSE	TRUE	37	1.02223	0.00079	17.859	5.5048	325	315	113.59	25.77
an+:Main	kommen	FALSE	FALSE	FALSE	34	0.06269	0.000715	0.842	0.7838	1	1	0.69	0.66
an+:Mittwoch	kommen	FALSE	FALSE	FALSE	231	-0.06606	0.004272	-2.314	-2.4971	-5	-5	-5.74	0
an+:Montag	kommen	FALSE	FALSE	FALSE	207	-0.11996	0.003821	-3.987	-4.5772	-16	-16	-17.7	0
an+:März	kommen	FALSE	FALSE	FALSE	44	-0.02955	0.000916	-0.451	-0.4671	0	0	-0.21	0.16
an+:Nachmittag	kommen	FALSE	FALSE	FALSE	35	0.21467	0.000739	2.954	2.3073	9	8	7.47	2.42
an+:November	kommen	FALSE	FALSE	FALSE	32	-0.07112	0.00067	-0.927	-1.0065	-1	-1	-0.92	0.07
an+:Oktober	kommen	FALSE	FALSE	FALSE	31	-0.05597	0.00065	-0.718	-0.7658	-1	0	-0.55	0.1
an+:Samstag	kommen	FALSE	FALSE	FALSE	313	0.03723	0.005735	1.517	1.4536	2	2	2.29	1.17
an+:Sonntag	kommen	FALSE	FALSE	FALSE	300	0.0516	0.005555	2.059	1.9402	4	4	4.16	1.66
an+:Tag	kommen	FALSE	FALSE	FALSE	81	0.14153	0.001675	2.946	2.503	9	8	7.91	2.56
an+:Wochenende	kommen	FALSE	FALSE	FALSE	141	0.07365	0.00282	2.016	1.8522	4	4	3.92	1.59
an:Abend	kommen	FALSE	FALSE	FALSE	31	0.05237	0.000652	0.672	0.6324	0	0	0.44	0.56
an:Macht	kommen	TRUE	TRUE	FALSE	58	0.86705	0.001235	17.858	6.5814	325	318	137.6	31.08
an:Reihe	kommen	FALSE	FALSE	FALSE	55	1.06889	0.001173	23.221	6.7834	549	539	181.01	40.49
an:Stelle	kommen	FALSE	FALSE	FALSE	43	-0.15923	0.000887	-2.418	-2.9041	-6	-6	-6.67	0
an:Tag	kommen	FALSE	FALSE	FALSE	47	0.15894	0.000986	2.523	2.1011	6	6	5.71	2.01
an:Tagen	kommen	FALSE	FALSE	FALSE	38	0.23099	0.000802	3.317	2.5428	11	11	9.28	2.85
an:Wochenende	kommen	FALSE	FALSE	FALSE	60	0.41909	0.001266	7.768	4.7949	61	60	42.68	10.35
auf:Bühne	kommen	FALSE	FALSE	FALSE	101	0.32609	0.002101	7.724	5.3066	61	60	46.17	11.15
auf:Einladung	kommen	FALSE	FALSE	FALSE	51	0.63039	0.001083	11.3	5.4688	130	127	72.41	16.85
auf:Fall	kommen	FALSE	FALSE	FALSE	49	0.02094	0.00102	0.338	0.3295	0	0	0.11	0.41
auf:Frage	kommen	TRUE	TRUE	FALSE	34	0.02649	0.000714	0.356	0.3451	0	0	0.13	0.42
auf:Gedanke	kommen	TRUE	TRUE	FALSE	46	1.24553	0.000982	26.838	6.397	734	717	192.27	42.88
auf:Idee	kommen	TRUE	TRUE	FALSE	247	1.31218	0.005245	67.724	14.9503	4673	4653	1122.23	245.17
auf:Kosten	kommen	TRUE	TRUE	FALSE	208	0.86957	0.004376	33.948	12.4748	1174	1168	496	109.18
auf:Mark	kommen	FALSE	FALSE	FALSE	78	-0.00712	0.001594	-0.145	-0.1459	0	0	-0.02	0.24
auf:Markt	kommen	TRUE	TRUE	FALSE	128	0.63062	0.00269	17.91	8.6653	327	324	181.9	40.83
auf:Platz	kommen	FALSE	FALSE	FALSE	186	0.31164	0.003778	9.998	6.9837	102	101	78.44	18.28
auf:Prozent	kommen	FALSE	FALSE	FALSE	192	0.73801	0.004023	26.484	11.3234	715	710	352.55	77.99
auf:Punkt	kommen	TRUE	TRUE	FALSE	43	0.37686	0.00091	5.871	3.804	35	34	25.4	6.5
auf:Rang	kommen	FALSE	FALSE	FALSE	105	0.49809	0.002202	12.407	6.9923	157	155	100.53	23.07
auf:Schlich	kommen	TRUE	FALSE	TRUE	42	1.50098	0.000897	35.334	6.2763	1272	1241	238.92	52.9
auf:Seite	kommen	FALSE	FALSE	FALSE	46	-0.37237	0.000925	-5.995	-9.2039	-37	-36	-46.68	0
auf:Spur	kommen	TRUE	FALSE	TRUE	138	1.14578	0.002934	40.796	10.9076	1696	1682	506.17	111.29
auf:Straße	kommen	FALSE	FALSE	FALSE	87	-0.02802	0.001765	-0.602	-0.6216	0	0	-0.38	0.13
auf:Tisch	kommen	TRUE	FALSE	TRUE	104	0.56627	0.002188	14.259	7.4295	207	204	123.62	28.11
auf:Tour	kommen	TRUE	TRUE	FALSE	47	0.72232	0.001	12.763	5.5563	166	162	83.31	19.22
auf:Weg	kommen	FALSE	FALSE	FALSE	74	-0.07368	0.001506	-1.461	-1.5904	-2	-2	-2.3	0.03
auf:Weise	kommen	FALSE	FALSE	FALSE	43	-0.09161	0.000892	-1.386	-1.54	-2	-2	-2.09	0.03
auf:Welt	kommen	TRUE	FALSE	TRUE	51	0.65659	0.001083	11.855	5.5667	143	140	77.41	17.95
aus:Ausland	kommen	FALSE	FALSE	FALSE	39	0.61517	0.000829	9.604	4.7302	94	91	53.18	12.62
aus:Berlin	kommen	FALSE	FALSE	FALSE	32	0.60373	0.000681	8.512	4.2481	74	71	42.3	10.21
aus:Deutschland	kommen	FALSE	FALSE	FALSE	44	0.5052	0.000933	8.159	4.5606	68	66	43.14	10.43
aus:Familie	kommen	TRUE	FALSE	TRUE	37	0.88496	0.000789	14.653	5.29	219	212	90.65	20.78
aus:Frankfurt	kommen	FALSE	FALSE	FALSE	68	0.46445	0.001435	9.245	5.4161	87	85	57.76	13.68
aus:Gründen	kommen	FALSE	FALSE	FALSE	82	0.07047	0.001685	1.471	1.3563	2	2	2.09	1.1
aus:Land	kommen	FALSE	FALSE	FALSE	119	0.59418	0.0025	16.116	8.1316	265	262	153.26	34.58
aus:Osten	kommen	FALSE	FALSE	FALSE	33	0.588	0.000702	8.385	4.2612	72	69	41.75	10.09
aus:Reihe	kommen	FALSE	FALSE	FALSE	70	0.65537	0.001483	13.858	6.5166	196	192	105.94	24.21
aus:Richtung	kommen	FALSE	FALSE	FALSE	88	0.94555	0.001871	24.704	8.3174	622	614	239.25	53.24
aus:Staat	kommen	FALSE	FALSE	FALSE	38	0.69263	0.000809	10.907	4.9134	121	117	62.93	14.75
aus:Stadt	kommen	FALSE	FALSE	FALSE	41	0.50837	0.00087	7.931	4.4169	64	62	40.63	9.87
aus:Stadtteil	kommen	FALSE	FALSE	FALSE	59	0.65344	0.001252	12.678	5.9751	164	160	88.86	20.46
aus:USA	kommen	FALSE	FALSE	FALSE	41	0.51089	0.00087	7.974	4.4284	65	63	40.97	9.94
aus:Weste	kommen	FALSE	FALSE	FALSE	34	0.62408	0.000724	9.119	4.4453	85	81	47.47	11.35
aus:Wiesbaden	kommen	FALSE	FALSE	FALSE	44	0.59676	0.000935	9.849	4.9546	99	96	57.06	13.48
bei:Unfall	kommen	FALSE	FALSE	FALSE	47	0.56518	0.000998	9.565	4.9898	93	91	55.67	13.18
bei:Verkehrsunfall	kommen	FALSE	FALSE	FALSE	34	0.95479	0.000725	15.561	5.1839	247	239	93.84	21.46
bein+:Absturz	kommen	FALSE	FALSE	FALSE	61	1.479	0.001303	41.448	7.551	1750	1721	338.08	74.52
bis:Ende	kommen	FALSE	FALSE	FALSE	43	0.144	0.000903	2.184	1.8505	5	4	4.34	1.67
für:Jahr	kommen	FALSE	FALSE	FALSE	43	-0.24255	0.000881	-3.71	-4.9053	-14	-14	-16.57	0
für:Kind	kommen	FALSE	FALSE	FALSE	102	-0.02171	0.002053	-0.505	-0.5176	0	0	-0.26	0.15
für:Mark	kommen	FALSE	FALSE	FALSE	45	-0.22525	0.000922	-3.518	-4.56	-13	-12	-14.74	0
gegen:Uhr	kommen	FALSE	FALSE	FALSE	119	0.15836	0.002428	4	3.3333	16	16	14.38	4.07
in+:Alter	kommen	FALSE	FALSE	FALSE	57	0.06802	0.001185	1.184	1.0945	1	1	1.36	0.88
in+:Bereich	kommen	FALSE	FALSE	FALSE	48	-0.15201	0.000987	-2.437	-2.9036	-6	-6	-6.75	0
in+:Bürgerhaus	kommen	FALSE	FALSE	FALSE	101	0.13054	0.00207	3.032	2.609	9	9	8.46	2.69
in+:Finale	kommen	FALSE	FALSE	FALSE	30	0.05292	0.000632	0.668	0.6283	0	0	0.44	0.56
in+:Frühjahr	kommen	FALSE	FALSE	FALSE	49	0.04523	0.001022	0.729	0.6923	1	0	0.52	0.6
in+:Gefängnis	kommen	TRUE	TRUE	FALSE	34	0.37389	0.000721	5.176	3.3658	27	26	19.8	5.24
in+:Gegensatz	kommen	FALSE	FALSE	FALSE	37	-0.10327	0.00077	-1.45	-1.6329	-2	-2	-2.31	0.03
in+:Gerede	kommen	TRUE	TRUE	FALSE	56	1.32188	0.001196	32.646	7.1267	1086	1066	257.36	57.04
in+:Geschäft	kommen	FALSE	FALSE	FALSE	40	0.78567	0.000852	13.067	5.2886	174	169	81.15	18.73
in+:Gespräch	kommen	TRUE	TRUE	FALSE	189	0.63005	0.00394	21.74	10.5253	482	478	268.26	59.66
in+:Haus	kommen	FALSE	FALSE	FALSE	89	0.07337	0.001823	1.596	1.4664	3	2	2.45	1.2
in+:Herbst	kommen	FALSE	FALSE	FALSE	44	0.02653	0.000919	0.405	0.393	0	0	0.16	0.44
in+:Jahr	kommen	FALSE	FALSE	FALSE	275	-0.0549	0.004978	-2.098	-2.2346	-4	-4	-4.68	0.01
in+:Krankenhaus	kommen	FALSE	FALSE	FALSE	48	0.21682	0.001009	3.495	2.7229	12	12	10.43	3.13
in+:Kreis	kommen	FALSE	FALSE	FALSE	49	-0.149	0.001007	-2.413	-2.8651	-6	-6	-6.6	0
in+:Land	kommen	FALSE	FALSE	FALSE	65	0.08843	0.001348	1.645	1.4853	3	3	2.57	1.23
in+:Lauf	kommen	FALSE	FALSE	FALSE	50	0.09102	0.001044	1.485	1.337	2	2	2.09	1.09
in+:Mai	kommen	FALSE	FALSE	FALSE	30	0.04104	0.000631	0.518	0.4939	0	0	0.26	0.49
in+:Monat	kommen	FALSE	FALSE	FALSE	46	0.05284	0.000961	0.826	0.777	1	1	0.67	0.65
in+:Museum	kommen	FALSE	FALSE	FALSE	47	0.32438	0.000992	5.24	3.6072	28	27	21.27	5.59
in+:Norden	kommen	FALSE	FALSE	FALSE	34	-0.03795	0.000712	-0.51	-0.5324	0	0	-0.27	0.14
in+:Osten	kommen	FALSE	FALSE	FALSE	43	-0.20178	0.000884	-3.074	-3.878	-10	-9	-11.09	0
in+:Parlament	kommen	FALSE	FALSE	FALSE	52	0.03894	0.001082	0.647	0.6185	0	0	0.41	0.56
in+:Rahmen	kommen	FALSE	FALSE	FALSE	57	-0.21063	0.001157	-3.698	-4.7123	-14	-14	-16.13	0
in+:Rathaus	kommen	FALSE	FALSE	FALSE	62	-0.12989	0.001264	-2.364	-2.745	-6	-5	-6.25	0
in+:Rolle	kommen	TRUE	TRUE	FALSE	33	0.94608	0.000704	15.14	5.0942	234	226	89.78	20.57
in+:Römer	kommen	FALSE	FALSE	FALSE	30	-0.15255	0.000626	-1.934	-2.3052	-4	-4	-4.25	0.01
in+:Saal	kommen	FALSE	FALSE	FALSE	36	0.00379	0.000754	0.052	0.0521	0	0	0	0.3
in+:Schleuder	kommen	TRUE	TRUE	FALSE	89	0.91508	0.001891	23.764	8.2868	575	568	229.87	51.21
in+:Schnitt	kommen	FALSE	FALSE	FALSE	30	0.40195	0.000637	5.252	3.3065	28	27	19.84	5.24
in+:Schwitze	kommen	TRUE	TRUE	FALSE	41	1.27597	0.000876	26.347	6.0639	707	689	178.06	39.76
in+:Sommer	kommen	FALSE	FALSE	FALSE	62	0.03316	0.001283	0.601	0.5789	0	0	0.36	0.54
in+:Spiel	kommen	TRUE	TRUE	FALSE	149	0.60809	0.003119	18.522	9.197	350	347	199.42	44.66
in+:Vergleich	kommen	FALSE	FALSE	FALSE	37	-0.00615	0.000774	-0.086	-0.0868	0	0	-0.01	0.25
in+:Weste	kommen	FALSE	FALSE	FALSE	42	-0.11474	0.00087	-1.717	-1.9596	-3	-3	-3.26	0.01
in+:Winter	kommen	FALSE	FALSE	FALSE	37	0.18865	0.00078	2.663	2.1432	7	7	6.21	2.13
in+:Ziel	kommen	TRUE	FALSE	TRUE	89	0.99692	0.001893	26.734	8.4839	728	719	262.81	58.36
in+:Zusammenhang	kommen	FALSE	FALSE	FALSE	35	0.06429	0.000735	0.877	0.814	1	1	0.75	0.68
in:Bereich	kommen	FALSE	FALSE	FALSE	31	-0.11895	0.000648	-1.53	-1.7542	-2	-2	-2.6	0.02
in:Berlin	kommen	FALSE	FALSE	FALSE	46	-0.18854	0.000945	-2.968	-3.687	-9	-9	-10.24	0
in:Berührung	kommen	TRUE	TRUE	FALSE	73	1.40249	0.001558	41.244	8.2058	1733	1708	369.59	81.44
in:Besitz	kommen	TRUE	TRUE	FALSE	31	0.58794	0.00066	8.126	4.1298	67	64	39.21	9.53
in:Betracht	kommen	TRUE	TRUE	FALSE	174	1.36072	0.003704	60.434	12.6161	3721	3699	838.28	183.42
in:Bonn	kommen	FALSE	FALSE	FALSE	43	-0.38159	0.000867	-5.949	-9.2305	-36	-35	-46.19	0
in:Bundesland	kommen	FALSE	FALSE	FALSE	42	-0.05982	0.000874	-0.893	-0.9571	-1	-1	-0.85	0.08
in:Bundesrepublik	kommen	FALSE	FALSE	FALSE	105	0.30554	0.002179	7.359	5.1764	55	54	42.71	10.39
in:Deutschland	kommen	FALSE	FALSE	FALSE	112	-0.20982	0.002166	-5.163	-6.5733	-27	-27	-31.46	0
in:Diskussion	kommen	FALSE	FALSE	FALSE	31	0.19704	0.000655	2.548	2.0307	7	6	5.64	1.98
in:Europa	kommen	FALSE	FALSE	FALSE	39	-0.08143	0.000812	-1.173	-1.2879	-1	-1	-1.49	0.05
in:Fahrt	kommen	TRUE	TRUE	FALSE	37	0.99577	0.000789	17.209	5.4685	302	293	109.05	24.78
in:Fall	kommen	FALSE	FALSE	FALSE	36	0.00603	0.000754	0.083	0.0828	0	0	0.01	0.31
in:Form	kommen	FALSE	FALSE	FALSE	50	-0.11766	0.00103	-1.922	-2.2003	-4	-4	-4.1	0.01
in:Frage	kommen	TRUE	TRUE	FALSE	648	1.02984	0.013385	75.534	23.0793	5816	5806	2016.09	439.51
in:Frankfurt	kommen	FALSE	FALSE	FALSE	140	-0.21377	0.002642	-5.883	-7.5246	-35	-35	-40.98	0
in:Fällen	kommen	FALSE	FALSE	FALSE	64	0.09517	0.001329	1.757	1.5743	3	3	2.92	1.32
in:Gang	kommen	TRUE	TRUE	FALSE	146	0.89855	0.003089	29.703	10.5568	899	892	366.51	80.98
in:Gemeinde	kommen	FALSE	FALSE	FALSE	35	0.11806	0.000737	1.613	1.4082	3	2	2.42	1.17
in:Genuß	kommen	TRUE	TRUE	FALSE	202	1.5219	0.004304	79.5	13.7853	6439	6406	1178.47	257.24
in:Gruppe	kommen	FALSE	FALSE	FALSE	35	-0.01885	0.000733	-0.257	-0.2624	0	0	-0.07	0.2
in:Halle	kommen	FALSE	FALSE	FALSE	31	-0.03934	0.00065	-0.504	-0.5278	0	0	-0.27	0.14
in:Hanau	kommen	FALSE	FALSE	FALSE	30	-0.09552	0.000628	-1.207	-1.3475	-1	-1	-1.59	0.04
in:Hand	kommen	TRUE	FALSE	TRUE	41	-0.21325	0.000844	-3.176	-4.0596	-10	-10	-11.92	0
in:Hauptstadt	kommen	FALSE	FALSE	FALSE	48	0.14726	0.001006	2.36	1.9924	6	5	5.05	1.85
in:Haus	kommen	FALSE	FALSE	FALSE	33	-0.03823	0.000691	-0.506	-0.5287	0	0	-0.27	0.14
in:Hessen	kommen	FALSE	FALSE	FALSE	37	-0.17947	0.000766	-2.532	-3.1125	-7	-6	-7.41	0
in:Höhe	kommen	FALSE	FALSE	FALSE	83	-0.05377	0.001683	-1.129	-1.2007	-1	-1	-1.35	0.05
in:Innenstadt	kommen	FALSE	FALSE	FALSE	35	0.07719	0.000736	1.053	0.9633	1	1	1.06	0.78
in:Jahr	kommen	FALSE	FALSE	FALSE	374	-0.01331	0.006533	-0.593	-0.6019	0	0	-0.36	0.14
in:Kontakt	kommen	TRUE	TRUE	FALSE	60	0.95211	0.001278	20.593	6.8811	432	424	164.89	37.01
in:Lage	kommen	TRUE	TRUE	FALSE	33	-0.1677	0.000686	-2.232	-2.7073	-5	-5	-5.72	0
in:Land	kommen	FALSE	FALSE	FALSE	81	-0.12353	0.00163	-2.569	-2.9612	-7	-6	-7.35	0
in:Minute	kommen	FALSE	FALSE	FALSE	94	0.10733	0.001928	2.402	2.1229	6	6	5.41	1.96
in:Monat	kommen	FALSE	FALSE	FALSE	69	0.06458	0.001426	1.236	1.1477	2	1	1.48	0.92
in:Nacht	kommen	FALSE	FALSE	FALSE	146	0.18308	0.002957	5.131	4.1563	27	26	23.18	6.07
in:Nähe	kommen	TRUE	TRUE	FALSE	89	0.15374	0.001836	3.357	2.8125	11	11	10.17	3.09
in:Provinz	kommen	FALSE	FALSE	FALSE	30	0.24745	0.000635	3.163	2.379	10	9	8.32	2.62
in:Quere	kommen	TRUE	TRUE	FALSE	45	1.47979	0.000961	35.634	6.486	1294	1264	249.63	55.25
in:Raum	kommen	FALSE	FALSE	FALSE	30	0.18647	0.000634	2.37	1.912	6	5	4.92	1.81
in:Regel	kommen	FALSE	FALSE	FALSE	35	-0.01753	0.000733	-0.239	-0.2437	0	0	-0.06	0.21
in:Region	kommen	FALSE	FALSE	FALSE	43	0.00454	0.000897	0.069	0.0683	0	0	0	0.31
in:Richtung	kommen	FALSE	FALSE	FALSE	76	-0.11199	0.001537	-2.254	-2.5645	-5	-5	-5.62	0
in:Runde	kommen	FALSE	FALSE	FALSE	39	0.00246	0.000816	0.035	0.0353	0	0	0	0.29
in:Sache	kommen	FALSE	FALSE	FALSE	48	0.0168	0.001	0.268	0.263	0	0	0.07	0.38
in:Saison	kommen	FALSE	FALSE	FALSE	39	0.00143	0.000815	0.021	0.0206	0	0	0	0.29
in:Schule	kommen	FALSE	FALSE	FALSE	84	0.25863	0.001749	5.539	4.1126	31	30	25.26	6.51
in:Schwung	kommen	TRUE	TRUE	FALSE	61	1.133	0.001301	26.666	7.2353	724	712	219.82	48.94
in:Sinn	kommen	TRUE	TRUE	FALSE	60	0.637	0.001273	12.407	5.9592	157	153	86.66	19.99
in:Situation	kommen	FALSE	FALSE	FALSE	30	0.05112	0.000632	0.645	0.6082	0	0	0.41	0.55
in:Stadt	kommen	FALSE	FALSE	FALSE	177	0.14043	0.003522	4.321	3.6756	19	19	17.04	4.69
in:Stadthalle	kommen	FALSE	FALSE	FALSE	40	0.16103	0.000842	2.359	1.9594	6	5	4.98	1.83
in:Stadtteil	kommen	FALSE	FALSE	FALSE	38	0.07032	0.000798	0.999	0.9215	1	1	0.96	0.75
in:Straße	kommen	FALSE	FALSE	FALSE	65	-0.05711	0.001332	-1.061	-1.1331	-1	-1	-1.2	0.06
in:Tagen	kommen	FALSE	FALSE	FALSE	65	-0.02848	0.001336	-0.529	-0.5464	0	0	-0.29	0.14
in:USA	kommen	FALSE	FALSE	FALSE	43	-0.07738	0.000893	-1.17	-1.279	-1	-1	-1.48	0.05
in:Welt	kommen	FALSE	FALSE	FALSE	31	-0.24148	0.000643	-3.136	-4.1409	-10	-10	-11.83	0
in:Wiesbaden	kommen	FALSE	FALSE	FALSE	46	-0.06637	0.000954	-1.037	-1.1199	-1	-1	-1.15	0.06
in:Woche	kommen	FALSE	FALSE	FALSE	124	-0.03904	0.002458	-1.001	-1.0474	-1	-1	-1.05	0.07
in:Wohnung	kommen	FALSE	FALSE	FALSE	48	-0.01361	0.000998	-0.217	-0.2205	0	0	-0.05	0.22
in:Zahl	kommen	FALSE	FALSE	FALSE	30	0.38546	0.000637	5.023	3.2225	26	24	18.43	4.92
in:Zeit	kommen	FALSE	FALSE	FALSE	107	-0.10267	0.002121	-2.451	-2.7585	-6	-6	-6.6	0
in:Zukunft	kommen	FALSE	FALSE	FALSE	32	-0.39748	0.000654	-5.36	-8.4702	-29	-29	-37.82	0
laut:Polizei	kommen	FALSE	FALSE	FALSE	34	0.34799	0.000721	4.798	3.2143	23	22	17.44	4.71
mit:Auto	kommen	FALSE	FALSE	FALSE	84	0.45468	0.001766	10.04	5.9481	103	101	68.8	16.11
mit:Frau	kommen	FALSE	FALSE	FALSE	35	0.18466	0.000739	2.534	2.0491	7	6	5.64	1.99
mit:Jahr	kommen	FALSE	FALSE	FALSE	45	0.28929	0.000949	4.551	3.2622	21	20	16.58	4.53
mit:Kind	kommen	FALSE	FALSE	FALSE	71	0.18648	0.001478	3.646	2.9414	14	13	11.66	3.43
mit:Mark	kommen	FALSE	FALSE	FALSE	64	-0.09554	0.001308	-1.764	-1.9686	-3	-3	-3.4	0.01
mit:Prozent	kommen	FALSE	FALSE	FALSE	37	-0.02674	0.000773	-0.375	-0.3863	0	0	-0.15	0.17
mit:Punkten	kommen	FALSE	FALSE	FALSE	36	-0.01269	0.000754	-0.175	-0.1779	0	0	-0.03	0.23
mit:Wagen	kommen	FALSE	FALSE	FALSE	42	0.39358	0.000889	6.076	3.8623	38	36	26.77	6.81
nach:Angabe	kommen	FALSE	FALSE	FALSE	230	0.05781	0.004403	2.02	1.8903	4	4	3.99	1.62
nach:Ansicht	kommen	FALSE	FALSE	FALSE	62	-0.10124	0.001268	-1.84	-2.0671	-3	-3	-3.71	0.01
nach:Berlin	kommen	FALSE	FALSE	FALSE	32	0.44156	0.00068	6.002	3.6104	37	35	24.91	6.37
nach:Deutschland	kommen	FALSE	FALSE	FALSE	247	0.9053	0.005189	39.023	13.7617	1552	1545	627.61	137.79
nach:Frankfurt	kommen	FALSE	FALSE	FALSE	239	0.88506	0.005019	37.248	13.4453	1414	1407	586.06	128.76
nach:Hanau	kommen	FALSE	FALSE	FALSE	33	0.81267	0.000704	12.388	4.8603	156	151	70.65	16.41
nach:Haus	kommen	FALSE	FALSE	FALSE	173	0.6429	0.003616	21.298	10.1598	462	459	253.82	56.51
nach:Jahr	kommen	FALSE	FALSE	FALSE	50	-0.0111	0.001038	-0.181	-0.1831	0	0	-0.03	0.23
nach:Minute	kommen	FALSE	FALSE	FALSE	34	0.04513	0.000714	0.606	0.5755	0	0	0.36	0.53
nach:Pause	kommen	FALSE	FALSE	FALSE	34	0.24743	0.000719	3.367	2.5325	12	11	9.42	2.88
nach:Vereinbarung	kommen	FALSE	FALSE	FALSE	59	0.51602	0.001248	9.673	5.3401	95	93	59.97	14.15
nach:Wort	kommen	FALSE	FALSE	FALSE	35	-0.06111	0.000731	-0.833	-0.8939	-1	-1	-0.74	0.09
seit:Jahr	kommen	FALSE	FALSE	FALSE	122	-0.24464	0.00232	-6.305	-8.3555	-41	-40	-47.97	0
um+:Leben	kommen	TRUE	TRUE	FALSE	1103	1.60445	0.023214	205.39	32.3857	42989	42949	7133.42	1550.62
um:Prozent	kommen	FALSE	FALSE	FALSE	33	-0.47119	0.000668	-6.543	-11.2553	-44	-43	-58.55	0
um:Uhr	kommen	FALSE	FALSE	FALSE	400	-0.08113	0.006681	-3.742	-4.1078	-14	-14	-15.21	0
