id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S	stop.to	time	click	noun	nominalization	downtoner
CDG	1	6	23	1793	1	1	100	1	1914	241	59
CDH	0	0	7	68	2	0	16	0	633	118	10
CDJ	3	1	20	77	4	0	21	0	745	151	9
CDK	0	3	25	253	23	0	102	0	1950	424	28
CDM	0	9	13	2289	3	3	90	3	2309	136	87
CDN	0	11	22	1795	10	2	82	2	1884	320	96
CDP	0	4	20	246	0	0	58	0	1626	888	37
CDR	3	6	44	58	4	0	68	0	2471	339	70
CDS	0	7	32	1158	5	0	112	0	1252	374	51
CDT	1	6	33	278	3	2	44	0	1075	191	62
CDU	0	9	27	1244	1	0	115	0	1703	880	119
CDV	0	12	38	534	8	0	74	0	1475	486	108
CDW	1	5	31	385	1	0	48	0	1557	895	66
CDX	0	5	59	1952	34	4	100	1	2453	322	77
CDY	0	1	27	2172	19	0	74	0	2379	154	35
CE0	0	0	2	52	8	0	5	0	479	9	3
CE1	1	13	29	113	6	0	73	0	1667	797	64
CE2	3	4	15	519	1	4	54	0	1960	736	52
CE4	4	5	47	229	0	0	54	0	1333	258	80
CE5	3	3	17	2078	22	1	68	0	2582	355	113
CE6	0	1	4	55	4	0	2	0	479	45	5
CE7	1	6	40	1252	2	0	45	0	1547	959	81
CE8	0	3	43	608	2	0	61	0	1561	939	67
CE9	1	11	19	1554	6	1	104	1	1762	428	74
CEB	0	3	17	1946	10	1	61	1	2285	222	73
CEC	0	4	22	1813	7	0	77	0	2512	368	89
CED	2	1	3	217	0	0	13	0	394	252	16
CEE	0	4	38	970	0	0	104	0	1382	536	116
CEF	0	9	32	209	17	0	69	0	2101	781	25
CEG	0	5	50	477	3	0	63	0	1440	451	127
CEH	0	2	25	1875	27	1	91	2	2420	172	95
CEJ	0	3	46	1082	20	0	93	0	2595	611	72
CEK	2	8	185	2256	24	1	245	0	6839	1397	219
CEL	0	0	20	470	1	0	25	0	1234	260	35
CEM	1	3	47	1557	2	0	66	0	2459	438	80
CEN	4	9	129	4414	1	0	178	0	7020	1358	198
CEP	13	17	284	5038	7	1	403	4	9605	1654	328
CER	0	2	24	1002	6	0	106	0	1541	702	97
CES	1	2	49	1599	6	0	145	0	1815	388	124
CET	0	9	47	509	22	0	117	0	1730	661	110
CEU	1	0	21	2510	25	2	90	2	2732	132	84
CEV	0	0	2	107	5	0	15	0	549	22	8
CEW	0	4	34	856	0	0	57	0	1080	339	58
CEX	0	5	24	2110	25	0	72	0	2292	273	127
CEY	0	3	41	2213	44	0	80	0	2372	310	118
CF4	3	7	29	1318	8	0	114	0	1777	673	87
CF5	0	0	7	37	0	0	5	0	200	56	2
CF6	0	0	6	116	0	0	10	0	300	89	10
CF7	0	0	0	6	0	0	0	0	23	11	1
CF8	0	3	17	322	0	0	18	0	642	222	22
CF9	3	3	32	1033	0	0	87	0	2059	376	75
CFA	0	1	0	37	0	0	1	0	102	27	4
CFB	2	3	28	707	1	0	49	0	1388	478	47
CFC	2	7	34	1215	0	1	55	0	2067	651	48
CFD	0	2	1	44	0	0	4	0	342	212	16
CFE	0	6	22	156	1	0	48	0	1584	858	61
CFF	0	9	36	1254	3	0	70	0	1538	653	101
CFG	0	2	4	178	0	0	6	0	351	185	10
CFH	0	1	13	431	1	0	16	0	808	392	31
CFJ	0	2	20	992	12	1	47	0	1228	56	22
CFK	1	0	80	587	0	0	48	0	1459	834	79
CFL	1	3	31	249	3	0	25	0	1136	312	35
CFM	0	0	1	24	2	0	15	0	363	107	5
CFN	1	0	16	19	0	0	10	1	528	181	13
CFP	0	2	24	46	0	0	14	0	495	177	16
CFR	1	2	48	51	12	0	41	0	1422	369	44
CFS	6	3	85	164	11	0	73	1	2637	479	88
CFT	2	4	184	260	15	0	80	0	4170	1124	109
CFU	0	1	21	42	1	0	4	0	439	151	7
CFV	1	0	72	98	19	0	48	0	2123	789	49
CFW	0	3	21	461	0	0	31	0	1678	1006	31
CFX	0	11	24	527	2	0	54	0	1152	610	84
CFY	1	7	15	1358	10	1	83	1	1732	216	111
CG0	0	7	17	1340	2	0	55	0	1638	934	67
CG1	0	7	46	472	7	0	42	0	1412	414	44
CG2	0	5	57	582	4	0	51	0	1563	404	69
CG3	4	6	23	478	30	0	65	0	1848	369	51
CG5	4	7	30	167	10	0	31	0	1599	341	42
CG6	0	9	30	145	2	0	54	0	1427	966	69
CG7	0	0	1	3	0	0	1	0	25	12	4
CG8	0	0	2	12	0	0	2	0	200	104	3
CG9	0	5	10	53	1	0	18	1	644	333	24
CGA	4	0	6	93	1	0	8	0	591	306	8
CGB	5	3	46	593	12	4	71	0	1926	399	37
CGC	3	2	57	707	10	0	97	0	1925	366	50
CGD	1	7	20	344	7	0	92	0	1800	866	44
CGE	1	9	37	485	22	0	71	0	2371	757	77
CGF	0	5	22	228	8	0	32	0	1544	722	66
CGH	4	4	61	439	13	0	64	0	2453	630	97
CGJ	3	2	17	849	0	0	65	1	1422	512	62
CGL	1	5	35	1024	3	0	106	0	1832	545	70
CGM	0	0	20	112	5	0	12	0	653	127	11
CGN	2	1	11	91	5	0	11	0	643	121	13
CGP	2	0	15	70	6	0	17	0	710	127	7
CGS	0	9	22	337	13	0	147	0	2190	609	62
CGT	1	6	21	316	6	0	97	0	1802	688	48
CGU	2	2	12	308	3	0	65	14	1364	320	44
CGV	2	3	23	210	4	1	69	0	1312	241	67
CGW	1	5	21	258	1	2	59	3	1303	294	53
CGX	2	5	23	260	4	0	79	0	1464	375	64
CGY	0	6	10	284	0	0	27	0	1390	894	63
CH0	0	2	16	2168	5	0	67	7	2658	273	61
CH1	4	12	192	3182	28	1	277	2	8612	1254	246
CH2	2	17	133	7121	15	4	269	0	11656	1652	269
CH3	7	7	147	3316	4	0	249	2	6373	833	229
CH4	0	5	13	2189	22	2	75	1	2326	133	80
CH5	4	7	117	1645	20	1	160	0	4834	613	102
CH6	2	5	111	4986	8	0	173	0	8395	1111	184
CH7	6	4	131	2308	7	2	168	0	4558	633	154
CH8	1	4	51	1320	6	0	126	1	1816	216	54
CH9	0	1	6	326	3	0	17	0	370	15	10
CHA	5	5	96	1490	25	0	140	0	4005	761	139
CHB	3	6	53	713	23	0	92	0	2303	436	80
CHC	0	18	28	162	5	0	15	0	1136	829	97
CHE	0	4	35	1297	5	0	127	1	1823	215	74
CHF	0	5	51	267	0	0	55	0	1751	892	76
CHG	0	5	35	1467	8	1	67	0	2016	273	130
CHH	1	2	55	236	4	1	55	0	1548	303	42
CHJ	0	4	32	181	1	0	38	0	1285	273	24
CHK	2	3	39	184	0	0	21	1	1627	307	41
CHL	1	15	31	318	1	0	29	0	1096	669	113
CHP	0	0	26	303	0	0	20	0	687	143	20
CHR	0	0	7	417	74	0	13	0	1013	35	16
CHS	1	7	24	381	6	0	77	0	1759	1049	54
CHT	1	12	22	131	5	0	76	0	1549	872	45
CHU	2	6	27	1622	1	0	81	0	1730	590	56
CHV	1	5	39	663	7	0	78	0	1493	461	69
CHW	1	6	40	621	7	0	60	0	1521	392	66
CJ1	5	6	34	154	1	0	28	0	1432	757	81
CJ2	0	6	20	536	3	0	17	0	681	400	50
CJ3	0	5	64	190	1	1	78	0	1910	453	111
CJ4	0	2	8	170	0	0	9	0	458	183	19
CJ5	0	0	5	132	0	0	13	0	375	142	15
CJ6	1	1	15	147	0	0	24	0	447	210	17
CJ7	0	0	12	159	0	0	15	0	456	159	22
CJ8	1	0	5	127	0	0	14	0	350	150	12
CJ9	1	1	26	122	39	0	58	0	2446	778	50
CJA	0	1	21	2687	20	1	64	2	2662	245	56
CJB	1	1	31	184	1	0	22	0	608	214	36
CJC	0	3	22	234	3	0	37	0	691	241	28
CJD	0	5	48	659	1	1	61	0	1178	349	111
CJE	1	9	21	27	0	0	65	0	1437	386	31
CJF	0	10	22	1775	13	0	71	1	2082	329	136
CJG	0	11	19	79	4	0	45	0	1383	803	65
CJH	0	10	76	235	0	0	22	0	1118	294	80
CJJ	0	9	21	1722	15	0	38	1	2406	413	123
CJK	0	0	65	194	0	0	26	0	2261	443	63
CJM	0	1	3	82	0	0	5	0	329	184	3
CJN	0	0	7	69	0	0	2	0	292	157	7
CJP	0	5	15	403	0	0	24	0	774	320	25
CJR	0	1	11	356	0	0	8	0	728	312	19
CJS	1	4	8	295	0	0	14	0	612	321	20
CJT	0	1	21	1374	14	0	43	0	2116	313	62
CJU	0	1	10	17	1	0	9	0	1564	914	6
CJX	0	3	11	1650	14	0	113	0	2287	201	121
CK0	0	2	31	1941	20	0	68	0	2501	191	76
CK1	0	11	8	315	13	0	24	0	1567	801	75
CK2	0	6	86	546	3	0	51	0	1817	319	131
CK3	1	2	22	188	4	1	37	0	1255	290	46
CK4	3	5	60	680	20	0	117	0	2911	512	94
CK5	2	7	67	712	25	0	104	0	2856	465	97
CK6	4	3	60	674	23	0	97	0	2571	486	92
CK9	0	3	20	1347	13	0	94	1	1827	151	95
CKA	4	8	37	636	5	0	77	0	1558	410	65
CKB	0	6	17	2299	23	1	99	1	2664	274	110
CKC	0	2	34	1177	24	0	92	1	2746	411	105
CKD	1	3	21	1725	14	1	80	0	1989	241	80
CKE	0	1	13	2411	11	1	62	0	2660	188	75
CKF	0	5	20	1668	15	1	90	2	2087	146	92
CKG	0	1	8	123	0	0	12	0	363	145	17
CKH	0	1	5	179	0	1	20	0	517	211	16
CKJ	0	1	4	97	0	0	12	0	266	77	9
CKK	1	0	9	136	0	0	10	0	397	158	9
CKL	0	0	33	547	1	0	67	0	1063	294	35
CKM	1	2	39	375	0	0	53	0	986	289	38
CKN	0	6	32	697	3	0	46	0	1264	542	103
CKP	0	7	49	669	0	0	79	0	1367	902	95
CKR	0	7	50	1262	4	0	75	0	1499	797	125
CKS	0	6	34	204	5	0	91	0	1343	616	63
CKT	0	2	41	554	5	0	38	0	1388	632	71
CKU	1	4	69	597	3	0	50	0	1697	855	69
CKV	0	8	35	395	1	0	27	0	1132	594	36
CKW	1	5	59	560	1	0	58	0	1706	770	70
CKX	2	6	47	511	3	0	47	0	1551	687	59
CKY	0	2	74	605	2	0	68	0	2360	1044	80
CL0	0	4	23	158	3	0	34	0	1157	348	44
CL1	0	6	41	873	2	0	82	0	1584	686	101
CL2	0	5	39	1783	3	1	120	1	1943	362	67
CL4	0	1	6	116	0	0	20	0	477	180	6
CL5	0	1	8	161	1	0	14	0	525	238	8
CL6	0	10	27	716	2	0	62	0	1223	733	108
CL7	1	12	38	540	2	1	48	0	1217	289	62
CL8	0	1	6	95	0	0	16	0	278	153	6
CL9	0	0	6	77	0	0	11	0	216	115	7
CLA	0	0	1	85	0	0	22	0	318	141	10
CLB	0	1	8	40	0	0	8	1	234	122	7
CLC	0	1	2	63	0	0	15	0	325	181	4
CLD	0	4	32	2059	3	1	95	0	2497	378	50
CLE	0	9	18	355	1	0	28	0	1165	918	89
CLG	5	4	53	122	8	0	31	0	1542	373	56
CLH	7	6	25	257	0	0	62	0	1624	884	103
CLK	0	10	20	162	6	2	66	0	1962	364	100
CLL	0	7	60	91	20	0	44	0	2904	1020	38
CLM	0	7	36	856	0	0	29	0	971	658	78
CLN	0	14	26	1002	1	0	46	0	1214	874	75
CLP	4	10	31	103	1	0	46	0	1721	1059	88
CLR	0	15	30	1189	0	0	49	0	1344	923	109
CLS	0	11	37	929	1	1	53	0	1005	540	93
CLT	6	8	62	294	10	0	53	0	2398	528	83
CLU	6	5	31	1060	0	0	64	0	1794	630	63
CLV	1	3	27	1121	2	0	82	0	1633	440	58
CLW	1	4	36	358	3	0	34	0	1401	972	91
CLX	0	16	42	1423	1	0	48	0	1605	541	118
CLY	0	7	32	629	6	0	55	0	1719	882	53
CM0	2	11	72	710	10	0	81	0	1468	758	93
CM1	1	2	65	1098	0	0	73	0	2218	339	69
CM2	0	5	34	201	7	0	22	0	1342	863	68
CM4	0	8	23	1938	23	0	43	0	2672	434	148
CM5	1	6	12	795	18	0	52	0	1547	739	76
CM6	0	12	58	1266	2	0	39	0	1636	841	129
CM8	0	30	29	260	3	0	26	0	1611	811	139
CM9	0	5	49	909	0	0	48	0	1492	512	47
CMA	0	6	41	389	3	0	49	0	1433	921	82
CMB	1	5	21	518	4	0	49	0	1588	929	75
CMC	3	4	70	356	0	0	41	0	2143	373	95
CMD	1	3	42	218	0	1	61	0	1708	286	42
CME	0	2	41	342	0	0	34	1	1499	283	34
CMF	0	6	26	403	9	0	56	0	1420	619	56
CMG	0	5	16	1264	0	0	75	0	1433	624	51
CMH	0	5	45	265	5	0	46	0	1590	877	80
CMJ	0	3	15	1469	10	1	27	0	1529	190	56
CMK	0	6	16	126	0	0	59	0	1767	835	85
CML	0	5	27	2014	16	0	83	2	2504	294	72
CMM	3	13	60	143	7	0	90	0	1463	454	97
CMN	0	12	27	194	12	1	29	0	1445	928	93
CMP	0	6	30	1913	10	0	42	2	2273	229	74
CMR	0	11	25	146	5	0	27	0	1989	1122	50
CMS	0	5	37	408	3	0	41	0	1369	632	73
CMT	2	6	50	278	2	0	53	0	1375	800	68
CMU	0	15	23	407	2	0	44	0	1655	1072	69
CMW	2	0	5	71	1	0	9	0	459	201	5
CMX	1	0	8	107	0	0	13	0	500	231	21
CMY	1	0	7	92	1	0	21	0	499	289	14
CN0	1	2	3	48	0	0	8	0	347	166	3
CN1	6	2	79	432	6	0	52	0	2373	462	65
CN2	0	8	43	641	1	0	117	0	1381	834	86
CN3	0	2	19	2328	17	0	64	0	3018	385	38
CN4	0	2	22	238	1	0	43	0	1013	328	46
CN5	0	7	35	335	6	0	48	0	1454	1065	69
CN6	0	4	24	217	5	0	38	0	1239	726	66
CN9	0	8	31	670	4	0	39	0	1294	864	61
CNA	0	3	12	214	1	0	39	0	592	301	31
CNC	0	0	4	62	0	0	16	0	248	113	5
CND	0	1	4	69	0	0	16	0	305	155	5
CNE	0	0	3	66	0	0	11	0	240	120	8
CNF	0	2	4	105	0	0	18	0	337	168	7
CNG	0	0	8	112	0	0	14	0	322	141	10
CNH	0	1	1	80	0	0	11	0	233	119	5
CNJ	0	2	3	62	0	0	18	0	333	161	2
CNK	0	0	8	79	2	0	9	1	245	127	12
CNL	0	0	4	69	1	0	11	0	341	173	6
CNM	0	1	6	94	0	0	20	0	320	173	13
CNN	0	0	6	44	0	0	8	0	222	111	7
CNP	0	1	9	67	0	0	11	0	354	167	10
CNR	0	3	2	52	0	0	8	0	238	111	9
CNS	0	4	3	72	0	0	10	0	335	182	15
CNT	0	4	9	94	0	0	9	0	339	176	6
CNU	0	0	3	53	0	0	3	0	246	128	7
CNV	0	0	7	87	0	0	12	0	316	167	1
CNW	0	0	2	48	0	0	10	0	241	121	4
CNX	0	1	4	82	0	0	21	0	326	154	6
CNY	0	2	5	78	0	0	10	0	311	145	10
CP0	0	0	4	62	0	0	10	0	231	108	6
CP1	0	1	7	92	0	0	10	0	282	147	5
CP2	0	0	4	81	0	0	14	0	244	114	8
CP3	0	1	4	81	0	0	17	0	312	158	7
CP4	0	0	9	80	0	0	10	0	343	169	8
CP5	1	1	6	44	0	0	14	0	258	127	6
CP6	0	0	11	76	0	0	23	0	335	142	9
CP7	0	1	2	75	0	0	15	0	261	124	8
CP8	0	1	5	106	0	0	10	0	355	166	7
CP9	0	1	4	50	0	0	11	0	234	115	5
CPA	0	1	8	75	0	0	14	0	309	174	6
CPB	0	1	7	86	0	0	22	0	344	183	8
CPC	0	2	1	61	0	0	20	0	321	180	12
CPD	0	2	1	48	0	0	8	0	230	112	3
CPE	0	3	4	75	0	0	18	0	336	161	8
CPF	0	0	4	106	0	0	15	0	236	109	6
CPG	0	1	7	123	0	0	28	0	323	130	9
CPH	0	1	4	92	0	0	21	0	333	165	10
CPJ	0	2	0	52	1	0	12	0	214	96	5
CPK	0	0	2	79	0	0	19	0	334	137	6
CPL	0	0	4	65	0	0	11	0	250	127	6
CPM	0	0	9	96	0	0	22	0	319	143	7
CPN	0	0	19	170	0	0	14	0	333	151	8
CPP	0	0	5	79	0	0	19	0	242	92	7
CPR	0	2	7	90	2	0	18	0	337	161	7
CPS	0	2	10	107	0	0	16	0	344	149	8
CPT	1	0	6	96	1	0	23	0	355	178	12
CPU	0	0	3	76	0	0	21	0	276	117	9
CPV	0	1	5	88	0	0	19	0	333	140	7
CPW	0	4	6	101	0	0	5	0	274	125	8
CPX	0	0	3	53	1	0	14	0	315	157	11
CPY	0	2	4	86	0	0	8	0	251	105	15
CR0	0	3	3	84	0	0	14	0	330	154	8
CR1	0	0	3	43	0	0	9	0	244	123	9
CR2	0	2	1	67	0	0	7	0	322	154	11
CR3	0	0	9	67	0	0	12	0	337	184	6
CR4	0	1	19	349	4	1	26	0	1018	491	34
CR5	1	3	12	276	2	0	19	0	1010	528	23
CR6	0	5	23	2621	17	2	62	0	2916	178	59
CR7	0	19	86	904	9	0	83	0	3234	1237	174
CR8	2	11	84	871	8	0	83	0	2963	1031	141
CR9	0	11	81	895	8	0	86	0	3160	1196	151
CRA	0	9	82	813	7	0	73	0	3130	1104	153
CRB	0	20	98	1072	13	0	124	0	3698	1282	189
CRC	1	9	117	1207	10	1	102	0	3807	1362	169
CRD	0	15	38	1112	0	0	60	0	1192	896	118
CRE	1	6	28	2017	14	1	122	1	2172	401	106
CRF	0	11	26	331	8	0	94	0	1211	653	59
CRJ	0	8	53	678	3	2	65	0	1405	290	137
CRK	0	17	43	1092	0	0	58	0	1453	719	141
CRM	2	12	190	3134	11	0	279	0	11128	6247	417
CRP	0	1	15	195	0	0	37	0	550	163	22
CRR	5	12	36	866	0	0	41	0	945	653	65
CRS	1	6	28	921	1	0	65	0	1763	932	46
CRT	0	6	42	720	2	0	84	0	1478	773	102
CRU	0	6	23	602	6	0	38	0	1120	705	77
CRV	0	6	27	215	4	0	64	0	1236	580	103
CRW	0	5	38	373	4	0	39	0	1577	863	59
CRX	1	10	47	540	0	0	33	0	1415	962	88
CRY	0	13	54	1579	6	0	112	0	2010	832	104
CS0	0	4	37	334	6	0	35	1	1455	746	57
CS1	0	7	22	776	6	0	51	0	1592	542	118
CS2	0	25	49	198	5	0	26	0	1286	739	130
CS3	2	9	32	322	3	0	25	0	1505	1003	91
CS4	0	6	35	1529	9	0	62	1	1877	365	92
CS5	0	11	43	1018	0	0	66	0	1054	550	100
CS6	0	4	44	1059	0	0	22	0	1185	759	63
CS7	2	5	21	798	1	0	27	0	1339	877	56
CS8	1	0	4	48	0	0	8	0	286	149	6
CS9	0	0	4	40	0	0	6	0	272	134	4
CSA	1	0	10	87	0	0	8	0	424	185	5
CSB	3	0	3	67	0	0	9	0	395	198	10
CSC	1	0	9	83	0	0	20	0	422	231	15
CSD	0	0	6	60	0	0	13	0	436	191	11
CSE	1	0	10	79	0	0	8	0	422	184	11
CSF	1	0	7	64	0	0	5	0	390	194	7
CSG	2	0	0	63	0	0	10	0	440	222	8
CSH	1	0	3	43	0	0	7	0	434	191	9
CSJ	0	0	6	71	0	0	4	0	443	196	11
CSK	0	0	11	81	0	0	9	0	465	204	10
CSL	0	0	7	91	0	0	9	0	482	248	23
CSM	0	0	5	65	0	0	10	0	429	211	6
CSN	1	1	6	59	0	0	9	0	317	161	8
CSP	0	0	8	93	3	0	15	0	435	197	14
CSR	1	2	1	45	0	0	12	0	333	141	2
CSS	1	2	3	122	1	0	12	0	435	163	11
CST	0	0	8	90	1	0	6	0	434	193	7
CSU	1	0	6	95	0	0	18	0	421	189	18
CSV	0	0	8	115	0	0	12	0	498	194	15
CSW	0	1	2	86	0	0	4	0	428	200	7
CSX	0	1	10	75	1	0	12	0	457	226	13
CSY	0	1	2	82	0	0	8	0	431	206	11
CT0	0	0	9	78	1	0	14	0	422	215	15
CT1	2	0	10	57	0	0	8	0	360	171	7
CT2	2	2	7	67	0	0	10	0	404	191	10
CT3	0	0	5	97	0	0	15	0	470	243	10
CT4	0	1	5	86	0	0	13	0	514	227	8
CT5	2	1	4	75	0	0	10	0	466	220	9
CT6	1	1	8	62	0	0	10	0	431	226	14
CT7	1	0	9	72	0	0	14	0	495	230	10
CT8	0	0	9	66	0	0	6	0	280	142	6
CT9	0	0	7	71	1	0	9	0	272	149	12
CTA	2	0	7	68	0	0	11	0	376	192	8
CTB	2	1	4	59	0	0	9	0	291	148	11
CTC	0	1	6	78	0	0	9	0	386	206	15
CTD	3	1	7	79	0	0	16	0	408	203	9
CTE	2	0	5	46	0	0	9	0	326	148	8
CTF	0	1	6	41	0	0	14	0	292	142	6
CTG	0	0	6	56	0	0	12	0	392	202	6
CTH	3	2	10	88	0	0	10	0	432	227	10
CTJ	1	0	9	76	0	0	11	0	402	215	11
CTK	1	1	8	93	0	0	13	0	396	217	15
CTL	0	0	11	63	0	0	8	1	323	159	8
CTM	1	0	6	40	1	0	9	0	315	148	7
CTN	0	1	6	52	0	0	14	0	407	197	10
CTP	0	0	4	73	1	0	9	0	274	132	10
CTR	1	0	4	102	0	0	11	0	407	225	11
CTS	0	0	6	43	0	0	15	0	281	152	3
CTT	1	0	8	59	0	0	7	0	321	155	6
CTU	1	1	4	76	0	0	8	1	304	147	10
CTV	1	0	3	53	0	0	6	0	273	125	7
CTW	0	5	76	999	0	0	55	0	1271	597	218
CTX	6	2	90	363	4	0	78	12	2673	700	88
CTY	0	7	20	354	10	1	74	0	1317	915	103
CU0	0	5	58	1058	4	0	72	0	1498	297	78
CU1	0	7	53	1113	10	0	72	0	1699	375	115
D8Y	0	0	4	249	0	0	16	0	347	74	7
D90	0	1	4	182	1	0	6	0	227	31	9
D91	7	1	3	151	8	0	33	0	514	175	15
D92	0	0	0	6	0	0	3	0	16	8	0
D94	0	0	0	3	0	0	1	0	13	1	0
D95	1	1	7	146	4	0	22	0	380	135	15
D96	0	0	0	11	0	0	1	0	30	10	0
D97	4	1	4	320	13	0	20	0	1012	118	23
DCH	1	1	3	220	5	0	43	0	546	95	18
DCJ	0	1	2	98	0	0	3	0	282	92	6
DCK	0	1	0	72	1	0	3	0	131	43	7
E9N	0	1	4	183	0	0	6	0	394	109	12
E9P	2	5	24	600	0	0	42	0	1171	342	30
E9R	1	2	16	498	0	0	44	0	1173	376	35
E9S	0	2	19	353	2	0	22	0	771	243	16
E9T	0	7	16	480	2	0	36	0	947	241	32
E9U	1	3	9	522	2	1	18	0	981	234	31
E9V	0	10	33	1115	0	0	37	0	1201	628	88
E9W	0	7	34	330	2	1	29	0	1162	348	30
E9X	0	0	21	173	0	0	13	0	1090	614	11
E9Y	0	4	23	261	0	0	46	0	1109	326	23
EA0	0	8	36	730	5	0	73	0	1932	1109	78
EA1	1	3	21	550	4	0	64	0	1320	758	72
EA2	1	4	36	657	2	0	31	0	1607	861	70
EA3	2	3	5	243	0	0	27	0	1170	815	72
EA4	1	3	15	312	3	0	30	0	1077	505	30
EA5	0	4	17	1740	6	1	89	1	1978	179	61
EA6	0	11	74	1402	2	0	44	0	1667	1002	87
EA7	0	6	24	723	0	0	33	0	871	470	49
EA8	1	12	60	341	2	1	81	0	1111	596	116
EA9	0	2	19	81	4	0	80	0	2431	993	48
EAA	0	7	43	75	8	0	76	0	2313	1175	65
EAJ	0	8	28	567	3	0	22	0	1644	1021	80
EAK	0	7	32	305	3	0	57	0	1288	641	75
EAM	0	0	0	17	0	0	0	0	283	140	2
EAP	0	1	2	14	0	0	1	0	457	174	13
EAR	0	0	0	12	0	0	12	0	373	61	1
EAS	0	2	1	3	0	0	12	0	214	122	3
EAT	0	3	9	58	13	0	17	0	643	337	17
EAU	0	2	8	29	0	0	76	0	731	293	26
EAW	0	0	138	149	0	0	89	0	1862	360	177
EAX	0	3	21	345	0	0	30	0	1248	912	85
EAY	0	5	30	985	4	0	45	0	1542	855	91
EB1	9	4	17	126	9	0	104	0	1776	612	46
EB2	0	14	17	162	5	0	20	0	1402	893	77
EB3	0	7	48	922	7	0	87	0	1685	343	122
EB6	3	1	46	232	13	0	78	2	1974	371	67
EB7	0	4	56	890	0	0	56	0	1578	674	117
EB8	0	1	3	61	1	0	7	0	314	173	4
EB9	0	0	4	142	3	0	12	0	566	336	14
EBA	0	1	2	57	2	0	7	0	377	238	12
EBB	0	1	7	39	0	0	6	0	348	183	4
EBC	0	0	6	77	0	0	8	0	306	183	3
EBD	0	1	6	70	0	0	8	0	339	203	6
EBE	0	1	4	48	1	0	7	0	296	169	4
EBF	1	1	5	57	0	0	5	0	343	199	2
EBG	0	0	5	82	1	0	8	0	336	183	4
EBH	0	1	5	77	0	0	4	0	350	165	4
EBJ	0	1	7	52	0	0	6	0	306	175	7
EBK	0	1	7	52	0	0	6	0	306	175	7
EBL	0	0	0	4	1	0	4	0	53	24	0
EBM	0	7	13	239	3	0	35	0	1275	936	88
EBN	0	0	29	20	1	0	50	0	1133	387	24
EBP	0	4	28	1068	0	0	34	0	1242	544	72
EBR	0	9	40	330	8	0	100	0	2056	906	95
EBS	1	11	80	772	3	0	71	0	2465	1280	116
EBT	2	10	91	881	4	0	82	0	2658	1307	133
EBU	1	10	76	910	9	0	95	0	2585	1102	110
EBV	1	4	80	977	7	0	78	0	2560	1239	117
EBW	0	3	63	827	8	0	59	1	2071	914	69
EBX	1	5	65	612	2	0	60	0	1936	948	75
EBY	0	0	6	69	1	0	17	0	534	162	25
EC0	0	1	4	62	0	0	6	0	112	56	4
EC1	0	0	2	43	0	0	0	0	105	60	3
EC2	0	2	11	87	1	0	12	0	345	145	10
EC3	2	7	21	506	2	0	62	0	1525	1103	82
EC4	0	0	24	82	4	0	43	0	1144	266	16
EC5	0	1	9	99	0	0	22	0	595	297	14
EC7	1	10	22	506	8	0	85	0	2050	1127	80
EC8	0	4	27	482	1	0	66	0	1272	564	105
EC9	0	0	17	27	0	0	17	0	800	232	19
ECB	0	13	37	680	9	0	63	0	1595	816	121
ECD	7	11	30	366	8	0	46	0	1844	1180	88
ECE	4	1	46	330	25	0	51	0	2242	1278	73
ECF	4	4	135	142	1	2	107	0	4918	1077	70
ECG	1	3	38	663	1	0	45	0	1494	331	60
ECH	0	10	57	469	2	1	43	1	1271	318	61
ECJ	1	5	53	155	8	0	31	0	1634	364	54
ECK	0	2	34	1701	4	0	71	0	2058	323	82
ECL	0	0	5	2	0	0	3	0	375	65	9
ECM	0	5	32	1628	0	0	86	0	1770	382	58
ECN	3	11	37	438	4	1	57	0	1560	605	57
ECR	0	3	30	205	0	1	24	0	667	122	40
ECS	0	2	34	91	0	0	14	0	1991	361	16
ECT	4	4	79	1195	11	1	142	0	3121	575	120
ECU	2	5	70	1360	22	0	106	0	3026	559	112
ECV	0	15	19	217	6	0	27	0	1559	860	102
ECX	4	4	32	520	6	0	66	0	1599	462	90
ECY	0	3	33	480	5	0	57	0	1741	963	74
ED0	0	0	11	15	0	0	46	0	560	194	17
ED1	0	0	31	37	0	0	13	0	770	196	22
ED2	0	3	35	278	0	0	36	0	761	83	41
ED3	2	5	64	394	9	0	76	0	2122	429	70
ED4	0	5	78	662	4	0	88	1	3128	453	79
ED5	0	2	26	807	4	0	40	0	1882	1423	61
ED6	2	9	153	967	1	1	129	0	3535	1349	253
ED7	4	10	113	1069	15	0	126	1	2969	778	133
ED9	3	9	118	1508	8	2	112	0	3464	857	140
EDA	0	15	35	1450	3	0	68	0	1556	562	81
EDB	0	0	0	2	1	0	6	0	188	32	1
EDC	3	3	34	1026	1	0	159	1	1757	649	104
EDD	0	7	26	310	4	0	14	0	1493	854	90
EDE	0	9	40	924	3	1	91	1	1183	634	93
EDF	0	10	34	1268	3	0	87	0	1447	657	90
EDG	0	4	57	222	6	0	52	0	2539	411	49
EDH	2	4	36	273	2	0	40	0	1540	996	84
EDJ	0	1	14	1219	29	0	96	0	1887	245	85
EDK	0	2	54	834	0	0	74	0	1801	1139	139
EDL	0	11	11	498	0	0	39	0	1548	1174	88
EDN	0	3	23	1913	11	1	78	0	1946	274	99
