CONCEPT	CLASS6	CLASS3	CLASS2	FEATURE	TYPE
lion	groundAnimal	animal	natural	lives_in_jungles	context
lion	groundAnimal	animal	natural	lives_in_jungles	context
lion	groundAnimal	animal	natural	lives_in_jungles	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_wilderness	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	lives_in_zoos	context
lion	groundAnimal	animal	natural	used_in_circuses	function
lion	groundAnimal	animal	natural	used_in_circuses	function
lion	groundAnimal	animal	natural	used_in_circuses	function
lion	groundAnimal	animal	natural	used_in_circuses	function
lion	groundAnimal	animal	natural	used_in_circuses	function
lion	groundAnimal	animal	natural	used_in_circuses	function
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	a_vehicle	category
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_2_wheels	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_an_engine	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	has_wheels	part
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	is_loud	quality
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	made_by_Harley_Davidson	context
motorcycle	vehicle	artifact	manMade	requires_gasoline	related
motorcycle	vehicle	artifact	manMade	requires_gasoline	related
motorcycle	vehicle	artifact	manMade	requires_gasoline	related
motorcycle	vehicle	artifact	manMade	requires_gasoline	related
motorcycle	vehicle	artifact	manMade	requires_gasoline	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_1_or_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_2_people	related
motorcycle	vehicle	artifact	manMade	used_by_Hell's_Angels	related
motorcycle	vehicle	artifact	manMade	used_by_Hell's_Angels	related
motorcycle	vehicle	artifact	manMade	used_by_Hell's_Angels	related
motorcycle	vehicle	artifact	manMade	used_by_Hell's_Angels	related
motorcycle	vehicle	artifact	manMade	used_by_Hell's_Angels	related
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_for_transportation	function
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_helmets	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
motorcycle	vehicle	artifact	manMade	used_with_leather	related
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_fungus	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	a_vegetable	category
mushroom	green	vegetable	natural	eaten_by_cooking	function
mushroom	green	vegetable	natural	eaten_by_cooking	function
mushroom	green	vegetable	natural	eaten_by_cooking	function
mushroom	green	vegetable	natural	eaten_by_cooking	function
mushroom	green	vegetable	natural	eaten_by_cooking	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_in_salads	function
mushroom	green	vegetable	natural	eaten_on_pizza	function
mushroom	green	vegetable	natural	eaten_on_pizza	function
mushroom	green	vegetable	natural	eaten_on_pizza	function
mushroom	green	vegetable	natural	eaten_on_pizza	function
mushroom	green	vegetable	natural	eaten_on_pizza	function
mushroom	green	vegetable	natural	eaten_on_pizza	function
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_forests	context
mushroom	green	vegetable	natural	grows_in_the_wild	context
mushroom	green	vegetable	natural	grows_in_the_wild	context
mushroom	green	vegetable	natural	grows_in_the_wild	context
mushroom	green	vegetable	natural	grows_in_the_wild	context
mushroom	green	vegetable	natural	grows_in_the_wild	context
mushroom	green	vegetable	natural	grows_in_the_wild	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	grows_on_the_ground	context
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_cap	part
mushroom	green	vegetable	natural	has_a_stem	part
mushroom	green	vegetable	natural	has_a_stem	part
mushroom	green	vegetable	natural	has_a_stem	part
mushroom	green	vegetable	natural	has_a_stem	part
mushroom	green	vegetable	natural	has_a_stem	part
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_brown	quality
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_edible	function
mushroom	green	vegetable	natural	is_small	quality
mushroom	green	vegetable	natural	is_small	quality
mushroom	green	vegetable	natural	is_small	quality
mushroom	green	vegetable	natural	is_small	quality
mushroom	green	vegetable	natural	is_small	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	is_white	quality
mushroom	green	vegetable	natural	used_as_drug	function
mushroom	green	vegetable	natural	used_as_drug	function
mushroom	green	vegetable	natural	used_as_drug	function
mushroom	green	vegetable	natural	used_as_drug	function
mushroom	green	vegetable	natural	used_as_drug	function
mushroom	green	vegetable	natural	used_as_drug	function
mushroom	green	vegetable	natural	used_as_drug	function
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	a_bird	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	an_animal	category
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	eats_mice	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	flies	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	hoots	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	is_nocturnal	behaviour
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_a_beak	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_eyes	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_feathers	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	has_wings	part
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	is_brown	quality
owl	bird	animal	natural	lives_in_forests	context
owl	bird	animal	natural	lives_in_forests	context
owl	bird	animal	natural	lives_in_forests	context
owl	bird	animal	natural	lives_in_forests	context
owl	bird	animal	natural	lives_in_forests	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
owl	bird	animal	natural	lives_in_trees	context
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	a_bird	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	an_animal	category
peacock	bird	animal	natural	fans_tail_feathers	behaviour
peacock	bird	animal	natural	fans_tail_feathers	behaviour
peacock	bird	animal	natural	fans_tail_feathers	behaviour
peacock	bird	animal	natural	fans_tail_feathers	behaviour
peacock	bird	animal	natural	fans_tail_feathers	behaviour
peacock	bird	animal	natural	flies	behaviour
peacock	bird	animal	natural	flies	behaviour
peacock	bird	animal	natural	flies	behaviour
peacock	bird	animal	natural	flies	behaviour
peacock	bird	animal	natural	flies	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	lays_eggs	behaviour
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	different_colours	quality
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_beak	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_a_tail	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_feathers	part
peacock	bird	animal	natural	has_long_tail_feathers	part
peacock	bird	animal	natural	has_long_tail_feathers	part
peacock	bird	animal	natural	has_long_tail_feathers	part
peacock	bird	animal	natural	has_long_tail_feathers	part
peacock	bird	animal	natural	has_long_tail_feathers	part
peacock	bird	animal	natural	has_long_tail_feathers	part
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_blue	quality
peacock	bird	animal	natural	is_colourful	quality
