id	word1	pos1	word2	pos2	O11	O12	O21	O22
13702	on	I	tv	N	6	5801	32	903929
13703	on	I	two	C	11	5796	1192	902769
13704	on	I	us	P	8	5799	663	903298
13705	on	I	various	J	5	5802	182	903779
13706	on	I	wednesday	Y	7	5800	24	903937
13707	on	I	what	W	19	5788	1305	902656
13708	on	I	whether	I	6	5801	181	903780
13709	on	I	which	W	66	5741	2700	901261
13710	on	I	with	I	5	5802	6272	897689
13711	on	I	you	P	9	5798	2640	901321
13712	on	R	.	.	46	128	45427	864167
13713	on	R	and	C	9	165	20572	889022
13714	on	R	by	I	5	169	4763	904831
13715	on	R	in	I	8	166	17979	891615
13716	on	R	the	D	12	162	58332	851262
13717	on	R	to	T	15	159	24784	884810
13718	once	I	a	D	13	33	20225	889497
13719	once	I	i	P	5	41	2607	907115
13720	once	I	the	D	6	40	58338	851384
13721	once	R	.	.	28	369	45445	863926
13722	once	R	a	D	9	388	20229	889142
13723	once	R	again	R	36	361	473	908898
13724	once	R	and	C	13	384	20568	888803
13725	once	R	been	G	12	385	2447	906924
13726	once	R	did	V	6	391	1317	908054
13727	once	R	had	V	6	391	4838	904533
13728	once	R	he	P	6	391	5005	904366
13729	once	R	i	P	5	392	2607	906764
13730	once	R	in	I	13	384	17974	891397
13731	once	R	more	J	10	387	737	908634
13732	once	R	more	R	23	374	1232	908139
13733	once	R	or	C	5	392	3133	906238
13734	once	R	that	I	7	390	6133	903238
13735	once	R	the	D	23	374	58321	851050
13736	once	R	to	T	10	387	24789	884582
13737	one	C	.	.	78	2332	45395	861963
13738	one	C	afternoon	N	7	2403	100	907258
13739	one	C	and	C	24	2386	20557	886801
13740	one	C	another	D	39	2371	483	906875
13741	one	C	at	I	9	2401	4621	902737
13742	one	C	by	I	6	2404	4762	902596
13743	one	C	corner	N	6	2404	108	907250
13744	one	C	day	N	52	2358	563	906795
13745	one	C	end	N	9	2401	347	907011
13746	one	C	evening	N	6	2404	121	907237
13747	one	C	example	N	9	2401	276	907082
13748	one	C	for	I	17	2393	7994	899364
13749	one	C	from	I	8	2402	4003	903355
13750	one	C	good	J	5	2405	674	906684
13751	one	C	half	N	5	2405	104	907254
13752	one	C	hand	N	36	2374	273	907085
13753	one	C	he	P	6	2404	5005	902353
13754	one	C	hour	N	6	2404	139	907219
13755	one	C	hundred	C	28	2382	143	907215
13756	one	C	important	J	5	2405	351	907007
13757	one	C	in	I	20	2390	17967	889391
13758	one	C	is	V	6	2404	9408	897950
13759	one	C	last	J	5	2405	554	906804
13760	one	C	man	N	27	2383	1216	906142
13761	one	C	moment	N	6	2404	243	907115
13762	one	C	more	J	16	2394	731	906627
13763	one	C	morning	N	5	2405	201	907157
13764	one	C	night	N	18	2392	389	906969
13765	one	C	of	I	620	1790	34879	872479
13766	one	C	on	I	13	2397	5782	901576
13767	one	C	or	C	63	2347	3075	904283
13768	one	C	other	J	8	2402	1574	905784
13769	one	C	part	N	5	2405	430	906928
13770	one	C	particular	J	5	2405	152	907206
13771	one	C	person	N	11	2399	159	907199
13772	one	C	place	N	6	2404	435	906923
13773	one	C	point	N	8	2402	323	907035
13774	one	C	reason	N	9	2401	224	907134
13775	one	C	side	N	35	2375	297	907061
13776	one	C	stage	N	7	2403	158	907200
13777	one	C	state	N	6	2404	600	906758
13778	one	C	step	N	8	2402	102	907256
13779	one	C	such	J	14	2396	803	906555
13780	one	C	that	W	8	2402	1566	905792
13781	one	C	thing	N	58	2352	271	907087
13782	one	C	thousand	C	10	2400	84	907274
13783	one	C	time	N	26	2384	1479	905879
13784	one	C	to	T	27	2383	24772	882586
13785	one	C	type	N	5	2405	178	907180
13786	one	C	was	V	17	2393	9322	898036
13787	one	C	way	N	24	2386	738	906620
13788	one	C	week	N	11	2399	250	907108
13789	one	C	which	W	6	2404	2760	904598
13790	one	C	who	W	6	2404	1600	905758
13791	one	C	with	I	13	2397	6264	901094
13792	one	C	word	N	8	2402	244	907114
13793	one	C	year	N	19	2391	677	906681
13794	one	N	.	.	24	633	45449	863662
13795	one	N	can	M	27	630	1865	907246
13796	one	N	could	M	16	641	1665	907446
13797	one	N	does	V	5	652	492	908619
13798	one	N	finds	V	6	651	50	909061
13799	one	N	had	V	18	639	4826	904285
13800	one	N	has	V	19	638	2229	906882
13801	one	N	in	I	8	649	17979	891132
13802	one	N	is	V	23	634	9391	899720
13803	one	N	knew	V	5	652	380	908731
13804	one	N	may	M	10	647	1221	907890
13805	one	N	might	M	14	643	634	908477
13806	one	N	must	M	13	644	948	908163
13807	one	N	of	I	80	577	35419	873692
13808	one	N	should	M	5	652	830	908281
13809	one	N	that	W	15	642	1559	907552
13810	one	N	to	T	10	647	24789	884322
13811	one	N	was	V	10	647	9329	899782
13812	one	N	we	P	5	652	1602	907509
13813	one	N	which	W	10	647	2756	906355
13814	one	N	who	W	40	617	1566	907545
13815	one	N	with	I	5	652	6272	902839
13816	one	N	would	M	14	643	2653	906458
13817	one	P	can	M	13	156	1879	907720
13818	one	P	could	M	6	163	1675	907924
13819	one	P	finds	V	5	164	51	909548
13820	one	P	is	V	16	153	9398	900201
13821	one	P	might	M	9	160	639	908960
13822	one	P	must	M	6	163	955	908644
13823	one	P	who	W	7	162	1599	908000
13824	ones	N	.	.	24	63	45449	864232
13825	ones	N	and	C	6	81	20575	889106
13826	ones	N	who	W	6	81	1600	908081
13827	only	J	hope	N	6	347	86	909329
13828	only	J	man	N	11	342	1232	908183
13829	only	J	one	C	14	339	1991	907424
13830	only	J	ones	N	7	346	106	909309
13831	only	J	part	N	5	348	430	908985
13832	only	J	person	N	5	348	165	909250
13833	only	J	thing	N	13	340	316	909099
13834	only	J	time	N	6	347	1499	907916
13835	only	J	way	N	18	335	744	908671
13836	only	R	.	.	12	1327	45461	862968
13837	only	R	a	D	148	1191	20090	888339
13838	only	R	about	I	15	1324	1635	906794
13839	only	R	after	I	7	1332	665	907764
13840	only	R	an	D	13	1326	3279	905150
13841	only	R	and	C	6	1333	20575	887854
13842	only	R	as	I	18	1321	4709	903720
13843	only	R	be	V	24	1315	6249	902180
13844	only	R	because	I	13	1326	551	907878
13845	only	R	by	I	44	1295	4724	903705
13846	only	R	for	I	22	1317	7989	900440
13847	only	R	four	C	8	1331	290	908139
13848	only	R	from	I	11	1328	4000	904429
13849	only	R	had	V	7	1332	4837	903592
13850	only	R	he	P	5	1334	5006	903423
13851	only	R	if	I	15	1324	1039	907390
13852	only	R	in	I	57	1282	17930	890499
13853	only	R	now	R	5	1334	937	907492
13854	only	R	of	I	17	1322	35482	872947
13855	only	R	on	I	12	1327	5783	902646
13856	only	R	once	R	7	1332	330	908099
13857	only	R	one	C	85	1254	1920	906509
13858	only	R	one	N	5	1334	521	907908
13859	only	R	recently	R	7	1332	96	908333
13860	only	R	seven	C	5	1334	88	908341
13861	only	R	slightly	R	7	1332	70	908359
13862	only	R	some	D	6	1333	1276	907153
13863	only	R	that	I	12	1327	6128	902301
13864	only	R	the	D	106	1233	58238	850191
13865	only	R	then	R	9	1330	638	907791
13866	only	R	this	D	8	1331	3703	904726
13867	only	R	those	D	7	1332	722	907707
13868	only	R	three	C	9	1330	515	907914
13869	only	R	to	T	71	1268	24728	883701
13870	only	R	too	R	7	1332	572	907857
13871	only	R	two	C	21	1318	1182	907247
13872	only	R	what	W	8	1331	1316	907113
13873	only	R	when	W	28	1311	1397	907032
13874	only	R	with	I	15	1324	6262	902167
13875	onset	N	age	N	8	29	182	909549
13876	onset	N	and	C	11	26	20570	889161
13877	onset	N	of	I	5	32	35494	874237
13878	onto	I	a	D	11	42	20227	889488
13879	onto	I	the	D	25	28	58319	851396
13880	open	J	.	.	17	200	45456	864095
13881	open	J	and	C	14	203	20567	888984
13882	open	J	door	N	7	210	293	909258
13883	open	J	for	I	7	210	8004	901547
13884	open	J	market	N	6	211	134	909417
13885	open	J	the	D	8	209	58336	851215
13886	open	J	to	T	26	191	24773	884778
13887	open	J	window	N	5	212	105	909446
13888	open	R	.	.	5	14	45468	864281
13889	open	R	the	D	5	14	58339	851410
13890	open	V	the	D	11	26	58333	851398
13891	opened	V	a	D	6	75	20232	889455
13892	opened	V	the	D	38	43	58306	851381
13893	opening	G	the	D	5	37	58339	851387
13894	opening	N	of	I	12	18	35487	874251
13895	opera	Y	house	Y	6	9	176	909577
13896	operand	N	of	I	6	7	35493	874262
13897	operate	V	on	I	7	38	5788	903935
13898	operating	G	costs	N	5	65	145	909553
13899	operating	G	in	I	8	62	17979	891719
13900	operating	G	variables	N	8	62	18	909680
13901	operation	N	.	.	17	76	45456	864219
13902	operation	N	in	I	5	88	17982	891693
13903	operation	N	of	I	24	69	35475	874200
13904	operation	N	was	V	5	88	9334	900341
13905	operations	N	.	.	9	62	45464	864233
13906	operations	N	are	V	6	65	4088	905609
13907	operations	N	in	I	10	61	17977	891720
13908	operations	N	of	I	9	62	35490	874207
13909	operator	N	is	V	5	39	9409	900315
13910	operator	N	on	I	6	38	5789	903935
13911	opinion	N	.	.	6	61	45467	864234
13912	opinion	N	of	I	13	54	35486	874215
13913	opinion	N	that	I	7	60	6133	903568
13914	opinions	N	.	.	5	29	45468	864266
13915	opinions	N	of	I	7	27	35492	874242
13916	opportunities	N	.	.	6	40	45467	864255
13917	opportunities	N	for	I	13	33	7998	901724
13918	opportunities	N	to	T	8	38	24791	884931
13919	opportunity	N	.	.	11	101	45462	864194
13920	opportunity	N	for	I	20	92	7991	901665
13921	opportunity	N	to	T	57	55	24742	884914
13922	opposed	G	by	I	5	23	4763	904977
13923	opposed	G	to	T	14	14	24785	884955
13924	opposite	I	the	D	10	7	58334	851417
13925	opposite	J	page	N	5	50	44	909669
13926	opposite	J	side	N	7	48	325	909388
13927	opposite	J	sides	N	5	50	88	909625
13928	opposition	N	.	.	6	38	45467	864257
13929	opposition	N	of	I	5	39	35494	874230
13930	opposition	N	to	T	16	28	24783	884941
13931	optimal	J	policy	N	15	12	197	909544
13932	or	C	a	D	153	3839	20085	885691
13933	or	C	a[fj]	S	6	3986	961	904815
13934	or	C	against	I	6	3986	590	905186
13935	or	C	all	D	6	3986	1893	903883
13936	or	C	an	D	34	3958	3258	902518
13937	or	C	another	D	24	3968	498	905278
13938	or	C	any	D	29	3963	1195	904581
13939	or	C	anyone	N	5	3987	124	905652
13940	or	C	are	V	8	3984	4086	901690
13941	or	C	as	I	18	3974	4709	901067
13942	or	C	at	I	39	3953	4591	901185
13943	or	C	bad	J	5	3987	124	905652
13944	or	C	before	I	8	3984	801	904975
13945	or	C	both	D	7	3985	492	905284
13946	or	C	by	I	36	3956	4732	901044
13947	or	C	do	V	7	3985	1554	904222
13948	or	C	does	V	7	3985	490	905286
13949	or	C	electronic	J	14	3978	49	905727
13950	or	C	else	R	9	3983	144	905632
13951	or	C	even	R	74	3918	656	905120
13952	or	C	fifteen	C	5	3987	43	905733
13953	or	C	five	C	11	3981	224	905552
13954	or	C	for	I	31	3961	7980	897796
13955	or	C	four	C	14	3978	284	905492
13956	or	C	from	I	13	3979	3998	901778
13957	or	C	get	V	6	3986	688	905088
13958	or	C	group	N	7	3985	359	905417
13959	or	C	have	V	8	3984	3787	901989
13960	or	C	he	P	7	3985	5004	900772
13961	or	C	i	P	11	3981	2601	903175
13962	or	C	if	I	8	3984	1046	904730
13963	or	C	in	I	60	3932	17927	887849
13964	or	C	is	V	13	3979	9401	896375
13965	or	C	it	P	13	3979	5858	899918
13966	or	C	just	R	5	3987	620	905156
13967	or	C	lack	N	5	3987	73	905703
13968	or	C	later	R	7	3985	279	905497
13969	or	C	less	J	15	3977	144	905632
13970	or	C	less	R	24	3968	211	905565
13971	or	C	local	J	6	3986	245	905531
13972	or	C	may	M	15	3977	1216	904560
13973	or	C	maybe	R	11	3981	31	905745
13974	or	C	more	J	49	3943	698	905078
13975	or	C	more	R	22	3970	1233	904543
13976	or	C	national	J	6	3986	179	905597
13977	or	C	no	D	12	3980	1344	904432
13978	or	C	not	R	58	3934	4285	901491
13979	or	C	of	I	25	3967	35474	870302
13980	or	C	on	I	8	3984	5787	899989
13981	or	C	one	C	7	3985	1998	903778
13982	or	C	other	J	46	3946	1536	904240
13983	or	C	otherwise	R	6	3986	50	905726
13984	or	C	perhaps	R	12	3980	120	905656
13985	or	C	persons	N	6	3986	109	905667
13986	or	C	rather	R	8	3984	271	905505
13987	or	C	religious	J	5	3987	110	905666
13988	or	C	she	P	8	3984	1488	904288
13989	or	C	should	M	7	3985	828	904948
13990	or	C	six	C	7	3985	170	905606
13991	or	C	so	I	7	3985	236	905540
13992	or	C	so	R	25	3967	1153	904623
13993	or	C	some	D	19	3973	1263	904513
13994	or	C	something	N	12	3980	369	905407
13995	or	C	state	N	9	3983	597	905179
13996	or	C	ten	C	9	3983	127	905649
13997	or	C	that	D	9	3983	1830	903946
13998	or	C	that	I	19	3973	6121	899655
13999	or	C	the	D	188	3804	58156	847620
14000	or	C	they	P	16	3976	2282	903494
14001	or	C	three	C	28	3964	496	905280
14002	or	C	through	I	7	3985	847	904929
14003	or	C	to	T	73	3919	24726	881050
14004	or	C	too	R	8	3984	571	905205
14005	or	C	treatment	N	5	3987	110	905666
14006	or	C	twice	R	5	3987	55	905721
14007	or	C	two-digit	J	5	3987	0	905776
14008	or	C	two	C	62	3930	1141	904635
14009	or	C	university	N	7	3985	91	905685
14010	or	C	was	V	13	3979	9326	896450
14011	or	C	what	W	13	3979	1311	904465
14012	or	C	whatever	W	5	3987	57	905719
14013	or	C	where	W	6	3986	599	905177
14014	or	C	whether	I	12	3980	175	905601
14015	or	C	who	W	8	3984	1598	904178
14016	or	C	will	M	6	3986	1953	903823
14017	or	C	with	I	13	3979	6264	899512
14018	or	C	without	I	6	3986	455	905321
14019	or	C	would	M	7	3985	2660	903116
14020	or	C	you	P	11	3981	2638	903138
14021	oral	J	tradition	N	8	17	79	909664
14022	orbit	N	.	.	5	7	45468	864288
14023	order	N	.	.	29	281	45444	864014
14024	order	N	a[fj]	S	10	300	957	908501
14025	order	N	and	C	8	302	20573	888885
14026	order	N	in	I	10	300	17977	891481
14027	order	N	is	V	6	304	9408	900050
14028	order	N	of	I	50	260	35449	874009
14029	order	N	that	I	8	302	6132	903326
14030	order	N	to	T	128	182	24671	884787
14031	order	V	the	D	6	8	58338	851416
14032	order	Y	of	I	5	5	35494	874264
14033	ordered	G	.	.	5	26	45468	864269
14034	ordered	G	to	T	8	23	24791	884946
14035	ordered	V	the	D	11	15	58333	851409
14036	ordering	N	of	I	8	3	35491	874266
14037	orders	N	for	I	9	42	8002	901715
14038	orders	N	to	T	8	43	24791	884926
14039	organization	N	.	.	8	83	45465	864212
14040	organization	N	in	I	7	84	17980	891697
14041	organization	N	of	I	13	78	35486	874191
14042	organizations	N	.	.	9	39	45464	864256
14043	organizations	N	and	C	6	42	20575	889145
14044	organizations	N	of	I	5	43	35494	874226
14045	organs	N	of	I	6	7	35493	874262
14046	origin	N	of	I	12	24	35487	874245
14047	original	J	.	.	5	88	45468	864207
14048	orleans	Y	.	.	9	23	45464	864272
14049	other	J	.	.	59	1573	45414	862722
14050	other	J	and	C	13	1619	20568	887568
14051	other	J	areas	N	15	1617	217	907919
14052	other	J	by	I	6	1626	4762	903374
14053	other	J	cases	N	7	1625	137	907999
14054	other	J	children	N	9	1623	317	907819
14055	other	J	countries	N	18	1614	127	908009
14056	other	J	day	N	11	1621	604	907532
14057	other	J	end	N	11	1621	345	907791
14058	other	J	factors	N	9	1623	92	908044
14059	other	J	good	J	5	1627	674	907462
14060	other	J	half	N	6	1626	103	908033
14061	other	J	hand	N	60	1572	249	907887
14062	other	J	in	I	13	1619	17974	890162
14063	other	J	is	V	5	1627	9409	898727
14064	other	J	lands	N	6	1626	16	908120
14065	other	J	man	N	7	1625	1236	906900
14066	other	J	members	N	13	1619	275	907861
14067	other	J	men	N	18	1614	687	907449
14068	other	J	nations	N	12	1620	107	908029
14069	other	J	numbers	N	5	1627	108	908028
14070	other	J	of	I	6	1626	35493	872643
14071	other	J	parts	N	11	1621	96	908040
14072	other	J	people	N	25	1607	750	907386
14073	other	J	peoples	N	5	1627	27	908109
14074	other	J	places	N	5	1627	80	908056
14075	other	J	products	N	5	1627	83	908053
14076	other	J	reason	N	5	1627	228	907908
14077	other	J	sections	N	7	1625	57	908079
14078	other	J	side	N	32	1600	300	907836
14079	other	J	small	J	5	1627	487	907649
14080	other	J	states	N	17	1615	161	907975
14081	other	J	than	I	51	1581	1698	906438
14082	other	J	things	N	14	1618	336	907800
14083	other	J	three	C	6	1626	518	907618
14084	other	J	time	N	6	1626	1499	906637
14085	other	J	two	C	11	1621	1192	906944
14086	other	J	way	N	11	1621	751	907385
14087	other	J	ways	N	5	1627	116	908020
14088	other	J	words	N	26	1606	222	907914
14089	others	N	.	.	55	200	45418	864095
14090	others	N	and	C	6	249	20575	888938
14091	others	N	are	V	12	243	4082	905431
14092	others	N	have	V	7	248	3788	905725
14093	others	N	in	I	7	248	17980	891533
14094	others	N	may	M	5	250	1226	908287
14095	others	N	to	T	5	250	24794	884719
14096	others	N	were	V	10	245	3147	906366
14097	others	N	who	W	8	247	1598	907915
14098	otherwise	R	.	.	10	50	45463	864245
14099	ought	M	to	T	63	5	24736	884964
14100	ours	P	.	.	5	7	45468	864288
14101	ourselves	P	.	.	5	52	45468	864243
14102	ourselves	P	in	I	5	52	17982	891729
14103	ourselves	P	to	T	5	52	24794	884917
14104	ourselves	P	with	I	6	51	6271	903440
14105	out	I	.	.	45	1058	45428	863237
14106	out	I	a	D	28	1075	20210	888455
14107	out	I	again	R	5	1098	504	908161
14108	out	I	and	C	25	1078	20556	888109
14109	out	I	as	I	5	1098	4722	903943
14110	out	I	at	I	13	1090	4617	904048
14111	out	I	by	I	14	1089	4754	903911
14112	out	I	for	I	18	1085	7993	900672
14113	out	I	from	I	12	1091	3999	904666
14114	out	I	here	R	11	1092	577	908088
14115	out	I	if	I	5	1098	1049	907616
14116	out	I	in	I	50	1053	17937	890728
14117	out	I	into	I	25	1078	1722	906943
14118	out	I	of	I	474	629	35025	873640
14119	out	I	on	I	23	1080	5772	902893
14120	out	I	over	I	5	1098	1008	907657
14121	out	I	that	D	5	1098	1834	906831
14122	out	I	that	I	13	1090	6127	902538
14123	out	I	the	D	61	1042	58283	850382
14124	out	I	there	R	12	1091	532	908133
14125	out	I	this	D	5	1098	3706	904959
14126	out	I	to	T	62	1041	24737	883928
14127	out	I	what	W	5	1098	1319	907346
14128	out	I	with	I	14	1089	6263	902402
14129	out	R	.	.	98	643	45375	863652
14130	out	R	a	D	30	711	20208	888819
14131	out	R	about	I	8	733	1642	907385
14132	out	R	an	D	5	736	3287	905740
14133	out	R	and	C	38	703	20543	888484
14134	out	R	at	I	11	730	4619	904408
14135	out	R	by	I	10	731	4758	904269
14136	out	R	for	I	17	724	7994	901033
14137	out	R	from	I	9	732	4002	905025
14138	out	R	in	I	40	701	17947	891080
14139	out	R	into	I	10	731	1737	907290
14140	out	R	of	I	66	675	35433	873594
14141	out	R	on	I	27	714	5768	903259
14142	out	R	some	D	7	734	1275	907752
14143	out	R	that	D	6	735	1833	907194
14144	out	R	that	I	11	730	6129	902898
14145	out	R	the	D	62	679	58282	850745
14146	out	R	there	R	11	730	533	908494
14147	out	R	to	T	59	682	24740	884287
14148	out	R	what	W	12	729	1312	907715
14149	out	R	with	I	24	717	6253	902774
14150	outcome	N	of	I	12	12	35487	874257
14151	outer	J	space	N	9	18	153	909588
14152	outlook	N	for	I	8	24	8003	901733
14153	output	N	of	I	5	24	35494	874245
14154	outside	I	of	I	8	77	35491	874192
14155	outside	I	the	D	42	43	58302	851381
14156	outside	N	.	.	6	15	45467	864280
14157	outside	R	.	.	5	5	45468	864290
14158	over-all	J	concept	N	6	28	75	909659
14159	over	I	.	.	13	942	45460	863353
14160	over	I	a	D	74	881	20164	888649
14161	over	I	again	R	11	944	498	908315
14162	over	I	all	D	12	943	1887	906926
14163	over	I	an	D	10	945	3282	905531
14164	over	I	and	C	18	937	20563	888250
14165	over	I	at	I	6	949	4624	904189
14166	over	I	by	I	7	948	4761	904052
14167	over	I	from	I	5	950	4006	904807
14168	over	I	him	P	13	942	2598	906215
14169	over	I	in	I	6	949	17981	890832
14170	over	I	it	P	10	945	5861	902952
14171	over	I	that	D	7	948	1832	906981
14172	over	I	the	D	357	598	57987	850826
14173	over	I	them	P	14	941	1762	907051
14174	over	I	there	R	9	946	535	908278
14175	over	I	these	D	7	948	1141	907672
14176	over	I	this	D	9	946	3702	905111
14177	over	I	those	D	5	950	724	908089
14178	over	I	to	T	44	911	24755	884058
14179	over	I	which	W	7	948	2759	906054
14180	over	I	with	I	7	948	6270	902543
14181	over	R	.	.	22	101	45451	864194
14182	over	R	and	C	24	99	20557	889088
14183	over	R	in	I	5	118	17982	891663
14184	over	R	the	D	7	116	58337	851308
14185	over	R	to	T	14	109	24785	884860
14186	over	R	with	I	5	118	6272	903373
14187	overcome	V	the	D	8	9	58336	851415
14188	overnight	R	.	.	5	4	45468	864291
14189	overwhelming	J	that	I	5	14	6135	903614
14190	own	J	.	.	31	691	45442	863604
14191	own	J	age	N	5	717	185	908861
14192	own	J	and	C	5	717	20576	888470
14193	own	J	country	N	7	715	282	908764
14194	own	J	eyes	N	6	716	194	908852
14195	own	J	hands	N	5	717	155	908891
14196	own	J	home	N	6	716	443	908603
14197	own	J	life	N	5	717	562	908484
14198	own	J	people	N	5	717	770	908276
14199	own	J	right	N	5	717	150	908896
14200	own	J	way	N	6	716	756	908290
14201	own	J	words	N	8	714	240	908806
14202	own	J	work	N	7	715	481	908565
14203	own	V	the	D	5	12	58339	851412
14204	owned	G	by	I	7	10	4761	904990
14205	owned	V	a	D	5	10	20233	889520
14206	owner	N	of	I	5	23	35494	874246
14207	owners	N	.	.	6	26	45467	864269
14208	owners	N	of	I	9	23	35490	874246
14209	ownership	N	.	.	5	16	45468	864279
14210	ownership	N	and	C	5	16	20576	889171
14211	oxidation	N	pond	N	13	10	10	909735
14212	oxidation	N	ponds	N	7	16	0	909745
14213	oxygen	N	in	I	5	39	17982	891742
14214	oxygen	N	transfer	N	11	33	19	909705
14215	p.m.	N	sunday	Y	5	19	90	909654
14216	p.m.	R	and	C	5	13	20576	889174
14217	p.m	R	..	.	6	1	103	909658
14218	p	N	and	C	7	27	20574	889160
14219	p	N	is	V	6	28	9408	900326
14220	pa	Y	.	.	6	21	45467	864274
14221	pace	N	.	.	6	26	45467	864269
14222	pace	N	and	C	5	27	20576	889160
14223	pace	N	of	I	7	25	35492	874244
14224	pacific	Y	northwest	Y	5	18	9	909736
14225	page	N	.	.	5	47	45468	864248
14226	page	N	of	I	7	45	35492	874224
14227	pages	N	of	I	7	19	35492	874250
14228	paid	G	by	I	20	69	4748	904931
14229	paid	G	for	I	9	80	8002	901677
14230	paid	G	on	I	5	84	5790	903889
14231	paid	G	to	T	11	78	24788	884891
14232	paid	V	for	I	5	38	8006	901719
14233	pain	N	.	.	17	59	45456	864236
14234	pain	N	and	C	8	68	20573	889119
14235	pain	N	in	I	7	69	17980	891712
14236	pains	N	of	I	5	9	35494	874260
14237	paint	N	.	.	5	10	45468	864285
14238	painting	N	.	.	10	27	45463	864268
14239	paintings	N	and	C	5	23	20576	889164
14240	paintings	N	of	I	5	23	35494	874246
14241	pair	N	of	I	34	12	35465	874257
14242	pale	J	and	C	7	39	20574	889148
14243	palmer	Y	and	C	8	44	20573	889143
14244	palmer	Y	had	V	5	47	4839	904877
14245	palmer	Y	was	V	6	46	9333	900383
14246	panel	N	.	.	5	17	45468	864278
14247	panic	N	.	.	5	12	45468	864283
14248	papa	Y	had	V	5	34	4839	904890
14249	papa	Y	was	V	5	34	9334	900395
14250	paper	N	.	.	19	115	45454	864180
14251	paper	N	and	C	12	122	20569	889065
14252	paper	N	in	I	8	126	17979	891655
14253	paper	N	is	V	7	127	9407	900227
14254	paper	N	or	C	5	129	3133	906501
14255	paper	N	work	N	6	128	482	909152
14256	papers	N	.	.	6	38	45467	864257
14257	papers	N	and	C	6	38	20575	889149
14258	parade	N	ground	N	8	14	159	909587
14259	paragraphs	N	1	C	6	6	346	909410
14260	parallel	J	to	T	9	14	24790	884955
14261	parallel	R	to	T	5	0	24794	884969
14262	parents	N	.	.	8	69	45465	864226
14263	parents	N	and	C	7	70	20574	889117
14264	parents	N	had	V	5	72	4839	904852
14265	paris	Y	.	.	8	38	45465	864257
14266	paris	Y	and	C	5	41	20576	889146
14267	park	N	.	.	7	37	45466	864258
14268	parked	G	at	I	5	18	4625	905120
14269	parked	G	cars	N	5	18	98	909647
14270	parked	G	in	I	5	18	17982	891763
14271	parker	Y	and	C	6	47	20575	889140
14272	parking	N	lot	N	7	18	107	909636
14273	part	N	.	.	12	448	45461	863847
14274	part	N	1	C	7	453	345	908963
14275	part	N	2	C	7	453	290	909018
14276	part	N	and	C	6	454	20575	888733
14277	part	N	by	I	6	454	4762	904546
14278	part	N	in	I	41	419	17946	891362
14279	part	N	of	I	299	161	35200	874108
14280	part	N	to	T	9	451	24790	884518
14281	participate	V	in	I	15	7	17972	891774
14282	participated	G	in	I	11	0	17976	891781
14283	participates	V	in	I	6	1	17981	891780
14284	participating	G	in	I	7	4	17980	891777
14285	participation	N	in	I	19	18	17968	891763
14286	particle	N	size	N	6	14	114	909634
14287	particles	N	of	I	6	26	35493	874243
14288	particular	J	state	N	9	152	597	909010
14289	particularly	R	for	I	5	129	8006	901628
14290	particularly	R	in	I	16	118	17971	891663
14291	particularly	R	the	D	7	127	58337	851297
14292	particularly	R	true	J	5	129	194	909440
14293	particularly	R	when	W	6	128	1419	908215
14294	parties	N	.	.	9	36	45464	864259
14295	partly	R	because	I	11	34	553	909170
14296	partner	N	.	.	6	18	45467	864277
14297	partners	N	in	I	5	10	17982	891771
14298	parts	N	.	.	13	85	45460	864210
14299	parts	N	and	C	5	93	20576	889094
14300	parts	N	of	I	43	55	35456	874214
14301	party	N	.	.	26	157	45447	864138
14302	party	N	and	C	6	177	20575	889010
14303	party	N	at	I	8	175	4622	904963
14304	party	N	in	I	9	174	17978	891607
14305	party	N	is	V	5	178	9409	900176
14306	party	N	of	I	7	176	35492	874093
14307	party	N	to	T	7	176	24792	884793
14308	pas	F	de	F	5	1	39	909723
14309	pass	V	on	I	5	53	5790	903920
14310	pass	V	the	D	5	53	58339	851371
14311	pass	V	through	I	5	53	849	908861
14312	passage	N	from	I	5	39	4006	905718
14313	passage	N	of	I	16	28	35483	874241
14314	passed	G	.	.	5	59	45468	864236
14315	passed	G	on	I	5	59	5790	903914
14316	passed	G	through	I	14	50	840	908864
14317	passed	V	it	P	5	68	5866	903829
14318	passed	V	the	D	13	60	58331	851364
14319	passed	V	through	I	5	68	849	908846
14320	passes	V	through	I	5	11	849	908903
14321	passing	G	the	D	8	39	58336	851385
14322	passing	G	through	I	5	42	849	908872
14323	passion	N	of	I	5	15	35494	874254
14324	past	I	him	P	6	45	2605	907112
14325	past	I	the	D	25	26	58319	851398
14326	past	J	few	J	6	83	555	909124
14327	past	J	year	N	6	83	690	908989
14328	past	N	.	.	21	74	45452	864221
14329	past	N	and	C	10	85	20571	889102
14330	past	N	or	C	5	90	3133	906540
14331	past	N	year	N	5	90	691	908982
14332	patch	N	of	I	9	2	35490	874267
14333	path	N	of	I	6	31	35493	874238
14334	path	N	to	T	8	29	24791	884940
14335	pathet	Y	lao	Y	10	0	4	909754
14336	pathology	Y	of	I	5	10	35494	874259
14337	patient	N	.	.	11	83	45462	864212
14338	patients	N	.	.	7	22	45466	864273
14339	patrice	Y	lumumba	Y	5	0	7	909756
14340	pattern	N	.	.	6	95	45467	864200
14341	pattern	N	and	C	5	96	20576	889091
14342	pattern	N	for	I	7	94	8004	901663
14343	pattern	N	of	I	41	60	35458	874209
