id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S
FPY	0	10	51	143	0
FR0	0	14	33	2923	9
FR2	1	1	44	159	0
FR3	3	4	22	1371	12
FR4	0	3	45	442	4
FR5	1	1	16	1832	5
FR6	0	6	13	1569	26
FR7	0	2	11	292	1
FR9	5	6	25	808	6
FRA	1	11	45	262	4
FRB	0	5	29	727	2
FRC	0	8	4	2414	9
FRD	0	0	0	479	7
FRE	0	6	13	1353	10
FRF	0	8	33	2373	27
FRG	0	10	14	362	1
FRH	0	6	24	1999	23
FRJ	0	6	22	1367	24
FRK	0	2	19	1581	17
FRL	0	5	50	294	4
FRN	0	11	26	170	3
FRS	1	4	30	1984	16
FRT	0	12	35	970	1
FRU	0	0	3	727	7
FRX	0	0	6	473	8
FRY	0	0	6	685	2
FS0	1	3	23	1686	14
FS1	0	6	27	1663	8
FS2	0	1	8	674	8
FS3	0	0	14	606	2
FS5	0	0	6	484	8
FS6	0	9	32	409	1
FS7	1	7	38	496	4
FS8	0	4	8	2454	16
FSA	0	0	16	522	0
FSB	0	1	3	746	15
FSC	0	5	17	1436	9
FSE	0	8	23	2459	10
FSF	1	2	20	2530	24
FSJ	0	0	13	949	2
FSK	0	0	6	614	3
FSL	0	0	4	428	6
FSN	2	1	45	200	6
FSP	0	10	14	1634	10
FSR	4	6	28	1804	7
FSS	0	9	10	523	0
FST	1	6	36	551	3
FSU	0	1	41	1185	0
FSV	0	3	25	467	3
FSW	1	9	21	341	3
FSY	0	5	47	664	2
FT0	0	6	33	596	6
FT1	2	12	31	742	3
FT2	1	3	34	791	3
FT3	1	5	42	673	2
FT4	0	7	42	686	2
FT5	0	5	37	508	2
FT6	0	5	17	224	5
FT7	0	2	18	232	1
FT8	2	7	117	361	8
FT9	0	12	52	848	6
FTA	0	0	17	125	1
FTB	4	2	24	578	0
FTC	1	3	13	490	0
FTD	2	0	3	143	1
FTE	9	1	21	674	0
FTT	0	11	54	1016	1
FTU	0	4	60	301	0
FTV	1	17	22	140	7
FTW	0	21	11	854	2
FTX	0	5	36	853	1
FTY	5	4	23	245	4
FU0	0	1	22	177	0
FU1	1	3	29	1444	5
FU2	0	5	14	1204	8
FU3	2	11	57	524	29
FU4	0	3	27	256	10
FU5	0	2	3	260	6
FU6	0	2	7	286	15
FU7	0	1	8	516	2
FU8	0	18	34	1736	6
FU9	0	0	0	9	0
FUA	0	9	31	94	5
FUB	0	0	36	754	5
FUE	0	0	4	32	2
FUF	5	1	6	57	1
FUG	0	1	12	61	3
FUH	1	0	4	136	12
FUJ	1	0	8	241	17
FUK	4	0	6	246	14
FUL	3	1	9	200	14
FUM	0	0	1	41	0
FUN	0	0	1	23	0
FUP	0	1	7	52	0
FUR	0	0	5	38	0
FUS	0	0	0	29	0
FUT	0	1	4	84	0
FUU	1	0	4	64	3
FX5	1	0	7	101	1
FX6	4	1	2	34	1
FX7	0	0	0	7	0
FX8	0	0	0	3	0
FX9	0	0	0	1	0
FXB	0	0	0	4	0
FXC	0	0	0	6	0
FXD	0	0	1	17	1
FXE	0	0	0	0	0
FXF	0	0	0	4	0
FXG	0	0	0	5	0
FXH	0	0	1	16	2
FXJ	0	0	0	18	1
FXK	0	0	0	0	1
FXL	0	0	0	0	0
FXM	0	0	0	8	4
FXN	0	0	1	24	0
FXP	0	0	1	68	0
FXR	1	1	3	159	1
FXT	2	0	20	201	6
FXU	0	1	2	165	2
FXV	0	0	2	233	2
FXW	0	0	1	162	6
FXX	1	2	3	402	4
FXY	0	0	0	229	3
FY0	0	0	0	174	6
FY1	0	0	3	484	3
FY2	1	0	1	178	3
FY3	1	0	0	122	0
FY4	1	0	3	273	3
FY5	0	1	7	598	7
FY6	1	0	0	116	5
FY7	1	0	3	241	5
FY8	4	1	0	311	13
FY9	0	1	0	50	5
FYA	1	0	4	101	9
FYB	2	3	3	138	1
FYD	0	0	3	193	0
FYE	0	0	2	312	4
FYF	0	1	3	134	1
FYG	0	0	1	243	17
FYH	1	0	9	548	7
FYJ	1	0	1	448	3
FYK	1	0	1	89	0
FYL	1	1	1	43	0
FYM	3	0	1	147	2
FYP	1	0	3	136	0
FYS	5	4	41	88	0
FYT	0	6	57	1064	3
FYV	0	6	23	980	36
FYW	0	11	21	244	1
FYX	1	1	32	823	13
FYY	0	3	38	1889	5
G00	17	5	139	636	2
G01	0	1	13	2668	18
G02	0	8	15	1216	26
G03	0	3	24	1760	14
G04	0	11	21	2385	19
G05	1	9	33	1310	2
G06	1	10	12	2069	3
G07	0	3	47	1636	16
G08	1	3	80	526	6
G09	0	9	53	1644	3
G0A	1	2	12	2005	9
G0C	4	5	10	104	2
G0D	2	5	19	1436	4
G0E	1	7	5	2292	24
G0F	1	6	29	437	13
G0G	0	16	21	1065	3
G0H	0	4	62	1323	0
G0K	0	3	15	25	1
G0L	0	2	26	2336	21
G0M	0	18	27	1492	21
G0N	0	12	19	1866	29
G0P	0	4	13	2684	17
G0R	0	23	20	164	11
G0S	0	6	13	1148	6
G0T	2	9	48	677	8
G0U	0	9	39	328	4
G0W	1	12	31	719	7
G0X	0	7	25	2360	13
G0Y	0	5	21	2152	18
G10	0	7	32	1390	10
G11	0	0	5	151	17
G12	0	6	12	1934	21
G13	0	9	31	2309	5
G14	2	10	25	492	7
G15	2	4	12	2514	14
G16	0	7	16	1966	6
G17	0	2	24	2243	7
G19	0	7	16	393	1
G1A	0	9	45	1069	20
G1C	3	9	43	748	6
G1D	0	3	12	2229	5
G1E	0	7	68	185	0
G1F	3	6	38	793	12
G1G	1	8	38	403	2
G1H	4	7	37	806	2
G1J	1	8	35	566	1
G1L	1	11	50	1800	5
G1M	2	2	27	2278	16
G1N	0	13	24	223	1
G1R	0	6	27	767	1
G1S	0	4	22	1837	28
G1V	0	1	1	260	13
G1W	0	5	17	2323	6
G1X	0	3	21	990	16
G1Y	0	4	42	1087	2
G20	1	3	71	560	0
G21	0	7	32	341	4
G22	0	1	8	142	3
G23	0	3	8	204	4
G24	0	1	16	176	2
G25	1	0	17	234	6
G26	0	0	4	6	1
G27	1	6	30	467	2
G28	0	2	31	492	3
G29	0	4	28	310	2
G2A	0	0	2	43	0
G2B	0	6	42	47	2
G2C	2	2	49	474	5
G2D	2	2	37	166	2
G2E	1	10	81	1149	7
G2F	2	4	91	320	5
G2G	1	2	11	129	0
G2J	0	6	32	465	27
G2K	1	1	25	110	1
G2L	0	3	22	290	0
G2M	0	0	4	189	0
G2N	1	1	9	65	14
G2P	0	0	12	17	6
G2R	0	1	2	6	2
G2S	2	3	39	269	1
G2T	1	4	38	288	6
G2V	0	12	91	984	22
G2W	1	3	45	630	6
G2Y	0	2	16	756	4
G30	2	6	36	452	2
G31	0	5	24	277	4
G32	0	7	22	221	5
G33	0	3	73	740	14
G34	2	2	17	350	2
G35	1	4	42	614	15
G36	0	4	27	610	22
G37	0	5	64	827	4
G38	0	2	17	201	1
G39	3	5	32	1193	0
G3A	0	8	19	616	13
G3B	0	2	42	1710	5
G3D	0	23	25	101	26
G3E	0	7	19	1679	16
G3F	0	3	27	127	17
G3G	0	4	28	1889	12
G3H	0	8	34	455	19
G3J	0	2	1	201	0
G3K	0	4	11	79	0
G3L	4	2	20	477	2
G3N	4	3	14	23	0
G3P	0	3	38	1503	38
G3R	0	5	42	1934	4
G3S	0	3	40	2036	5
G3T	0	2	7	62	0
G3U	2	1	9	208	5
G3V	1	1	0	17	0
G3W	1	1	7	23	1
G3X	0	0	3	216	5
G3Y	1	4	4	51	2
G42	0	0	0	6	0
G43	0	0	5	5	0
G44	0	0	0	8	0
G45	0	0	2	35	0
G46	0	0	0	6	0
G47	0	0	1	10	0
G48	0	0	0	4	0
G49	0	0	0	18	1
G4A	0	0	0	22	0
G4B	0	0	0	9	1
G4C	0	2	0	5	0
G4D	0	0	0	9	0
G4E	0	0	0	3	0
G4F	0	1	6	45	1
G4G	1	1	6	50	0
G4H	9	2	10	215	1
G4J	0	0	1	26	0
G4K	1	0	0	184	17
G4N	0	0	7	303	2
G4P	0	0	4	76	6
G4R	0	0	0	275	3
G4S	0	0	4	157	2
G4T	1	0	3	231	0
G4U	1	1	6	95	6
G4V	0	1	3	81	4
G4W	1	0	1	79	2
G4X	8	0	1	313	9
G4Y	0	0	0	0	0
G50	0	0	0	1	0
G51	0	0	0	4	0
G52	0	0	0	2	0
G53	0	0	0	0	0
G54	0	0	0	3	0
G55	0	0	1	14	0
G56	0	0	0	7	0
G57	0	0	0	3	1
G58	0	0	0	7	2
G59	0	0	2	194	8
G5A	0	0	0	6	0
G5B	0	0	3	56	1
G5C	0	0	0	3	1
G5D	0	0	0	11	0
G5E	0	0	1	31	0
G5F	0	0	0	16	1
G5G	0	2	9	82	1
G5H	0	1	5	81	4
G5J	0	0	2	266	16
G5K	0	1	3	183	9
G5L	0	0	1	3	1
G5M	0	0	0	25	1
G5N	1	0	1	11	1
G5P	0	0	0	7	0
G5R	0	0	0	28	2
G5S	0	0	0	11	0
G5T	0	0	1	14	1
G5U	0	0	0	12	0
G5V	0	0	2	41	1
G5W	0	0	0	10	0
G5X	0	0	0	13	1
G5Y	0	0	1	0	0
G60	0	0	0	0	0
G61	0	0	0	37	3
G62	0	1	4	666	6
G63	1	0	3	324	3
G64	0	0	1	269	1
GSX	0	2	48	1471	0
GSY	0	2	43	1287	5
GT0	0	2	37	1180	0
GT1	0	3	36	1103	0
GT2	0	3	45	1101	0
GT3	0	2	44	1113	0
GT4	0	3	42	1193	0
GT5	0	3	33	1140	0
GT6	0	4	46	1218	0
GT7	0	2	36	965	0
GT8	0	6	37	1020	0
GT9	0	5	28	914	2
GTA	0	4	47	1300	0
GTB	0	2	38	1004	0
GTC	0	3	36	1051	0
GTD	0	7	50	1354	0
GTE	0	2	43	1188	0
GTF	0	1	43	1174	1
GTG	0	2	38	1029	0
GTH	0	8	47	1492	0
GU5	1	9	40	443	0
GU6	0	6	22	522	4
GU7	0	3	36	1165	0
GU8	0	4	41	395	13
GU9	0	17	52	1548	0
GUA	0	0	82	58	0
GUB	1	3	22	18	0
GUC	0	4	19	244	3
GUD	0	5	22	2318	18
GUE	4	14	34	2172	17
GUF	0	10	20	2322	29
GUG	0	8	19	2261	25
GUH	0	4	95	720	0
GUJ	0	9	48	718	0
GUK	0	1	16	2790	28
GUL	0	0	2	407	16
GUM	0	4	16	2905	36
GUR	4	9	21	533	9
GUS	0	0	10	672	9
GUU	0	8	25	2734	10
GUV	0	14	26	478	0
GUW	0	6	32	1156	0
GUX	0	2	16	1237	16
GUY	1	10	77	128	10
GV0	0	4	53	234	0
GV1	1	8	36	18	0
GV2	0	1	27	2848	23
GV3	0	0	4	569	2
GV5	0	7	40	459	11
GV6	1	5	12	1753	14
GV7	0	1	1	861	14
GV8	0	9	37	2311	18
GV9	0	0	7	400	3
GVA	0	1	31	537	3
GVD	2	4	24	249	0
GVF	0	6	43	231	0
GVG	0	6	29	191	0
GVH	0	14	20	446	2
GVJ	0	8	50	133	4
GVK	1	13	15	938	0
GVL	0	4	21	2614	14
GVM	0	0	4	456	2
GVN	0	2	32	288	8
GVP	0	2	17	1950	21
GVR	0	15	10	550	1
GVS	0	7	33	51	0
GVT	0	6	17	1896	23
GVU	1	10	39	265	1
GVW	0	7	43	496	0
GVX	1	5	27	221	0
GVY	0	9	47	1322	1
GW0	0	2	42	2343	14
GW1	2	19	25	554	1
GW2	0	10	30	2479	15
GW3	0	5	9	2112	9
GW4	0	18	22	647	3
GW5	0	0	0	560	7
GW6	6	0	48	297	4
GW8	0	7	26	1965	26
GW9	1	10	16	1310	10
GWA	0	0	3	380	2
GWB	1	3	9	1876	9
GWC	0	0	4	521	11
GWF	0	0	10	2126	8
GWG	0	4	22	2283	4
GWH	0	2	12	1022	16
GWJ	1	2	28	421	4
GWK	0	3	21	212	2
GWL	0	7	15	338	4
GWM	0	5	23	440	5
GWN	0	15	15	259	2
GX0	0	1	0	12	0
GX1	0	1	5	328	5
GX2	0	2	17	227	1
GX3	0	2	21	113	0
GX4	0	2	0	17	0
GX5	1	0	7	45	0
GX6	0	1	10	119	0
GX7	0	2	17	233	0
GX8	0	1	9	146	0
GX9	1	1	18	497	3
GXA	0	3	34	577	0
GXB	0	1	11	42	5
GXE	0	1	8	116	1
GXF	0	0	19	103	2
GXG	6	8	86	1000	8
GXH	0	0	3	171	0
GXJ	4	11	79	743	17
GXK	0	2	25	566	4
GXL	0	3	8	136	2
GXM	0	0	3	88	2
GY4	3	1	7	195	6
GY5	0	0	2	3	0
GY6	0	0	0	12	0
GY7	1	0	0	12	0
GY8	0	0	1	18	1
GY9	0	0	0	20	2
GYA	0	0	0	6	0
GYB	0	0	0	6	0
GYC	0	0	0	10	1
GYD	1	1	1	10	1
GYE	0	0	0	4	0
GYF	1	0	0	9	0
GYG	0	0	1	4	0
GYH	0	0	0	12	0
GYJ	0	0	0	5	0
GYK	1	0	1	54	3
GYL	1	0	0	11	0
GYM	0	0	1	101	5
GYN	0	0	5	127	1
GYP	0	0	3	73	4
GYR	2	1	0	83	10
GYS	0	0	4	167	3
GYT	0	0	0	172	3
GYU	0	0	4	383	4
GYV	1	1	4	346	2
GYW	0	0	7	459	1
GYX	1	1	8	95	10
GYY	0	0	3	64	2
H00	0	0	4	17	2
H01	1	0	0	70	3
H02	0	0	0	13	0
H03	0	0	0	34	1
H04	0	0	0	17	0
H05	0	0	1	88	3
H06	2	6	30	250	2
H07	1	2	39	434	5
H09	0	2	30	983	3
H0A	0	4	29	1710	1
H0B	1	11	20	1236	2
H0C	1	2	30	1454	0
H0D	0	6	27	1464	10
H0E	1	13	52	140	8
H0F	0	3	18	1801	38
H0H	1	0	6	221	0
H0J	2	5	16	97	12
H0K	0	7	42	1150	1
H0M	0	0	21	1745	48
H0N	0	5	50	794	0
H0P	0	7	37	246	0
H0R	0	5	22	1661	16
H0S	1	1	6	185	1
H0U	0	2	39	143	4
H0Y	1	4	23	180	7
H10	0	6	29	398	6
H13	0	0	4	23	0
H45	0	2	28	467	6
H46	0	4	23	568	3
H47	0	2	9	103	12
H48	4	1	6	172	2
H49	0	1	2	192	3
H4A	5	5	8	106	2
H4B	1	0	0	530	2
H4C	1	0	7	754	4
H4D	0	0	0	12	0
H4E	0	0	0	22	0
H4F	1	0	0	20	1
H4G	0	0	0	3	2
H4H	0	0	0	11	0
H4J	0	0	0	8	0
H4K	0	0	1	17	0
H4L	0	0	0	2	0
H4M	0	0	0	11	1
H4N	0	0	0	2	1
H4P	0	0	0	10	0
H4R	0	0	0	3	0
H4S	0	0	0	12	0
H4T	0	0	0	4	0
H4U	0	0	0	2	0
H4V	0	0	0	10	1
H4W	0	0	1	15	2
H4X	0	0	0	0	0
H4Y	0	0	0	15	0
H50	0	0	0	20	0
H51	0	0	0	7	0
H52	0	0	0	0	0
H53	0	0	0	9	0
H54	0	0	0	8	0
H55	0	0	0	0	0
H56	0	0	0	11	2
H57	0	0	0	11	0
H58	0	0	0	0	0
H59	0	0	0	5	0
H5A	0	0	0	19	1
H5B	0	0	0	0	0
H5C	0	0	0	6	0
H5D	2	0	5	92	4
H5E	5	3	3	120	1
H5G	1	0	6	572	42
H5H	0	0	4	439	30
H5J	0	0	3	56	0
H5K	0	0	0	17	1
H5L	0	0	0	18	0
H5M	0	0	0	9	0
H5N	0	0	1	46	2
H5P	0	0	0	11	1
H5R	0	0	0	1	0
H5S	0	0	0	12	0
H5T	0	0	0	10	0
H5U	0	0	0	14	0
H5V	0	0	0	29	0
H5W	0	0	0	6	1
H5X	0	0	0	1	3
H5Y	0	0	2	21	0
H60	0	0	0	5	0
H61	0	0	4	168	10
H78	0	8	26	610	13
H79	1	1	46	141	0
H7A	0	6	10	2166	6
H7B	2	5	29	423	6
H7C	0	0	10	241	0
H7E	1	3	39	1960	11
H7F	0	5	16	1681	13
H7H	0	3	25	2017	13
H7K	0	4	61	431	1
H7P	0	9	25	999	10
H7R	0	0	24	42	2
H7S	0	19	63	659	0
H7T	2	5	36	487	2
H7U	0	13	11	664	1
H7V	0	0	10	1310	27
H7W	2	12	24	3186	36
H7X	0	7	15	272	5
H7Y	0	6	71	704	2
H81	0	9	5	600	3
H82	0	11	24	2034	14
H83	7	4	34	499	5
H84	0	1	29	2025	23
H85	0	4	15	2546	19
H86	0	4	29	1988	17
H88	2	5	27	436	18
H89	0	5	76	1525	3
H8A	0	16	20	2596	30
H8B	0	3	18	1896	19
H8C	0	6	102	1149	0
H8D	0	2	39	641	0
H8E	0	7	13	329	9
H8F	2	2	22	2876	21
H8G	0	1	10	652	8
H8H	2	12	37	2503	30
H8J	0	12	26	2089	14
H8K	0	2	28	155	2
H8L	0	10	37	1476	7
H8M	0	1	11	818	22
H8P	0	0	3	443	7
H8R	0	2	5	770	31
H8S	1	9	19	2685	23
H8T	0	7	16	2108	27
H8U	0	7	54	584	4
H8V	0	9	35	293	3
H8W	0	1	10	317	1
H8X	0	9	36	1821	7
H8Y	0	5	26	1860	20
H90	0	5	38	2305	11
H91	0	19	41	481	2
H92	0	5	22	2003	10
H93	0	0	0	1	4
H94	0	7	19	3273	24
H97	0	10	31	2679	39
H98	0	1	25	2260	19
H99	0	1	23	158	1
H9A	7	1	7	183	6
H9C	0	3	30	2709	29
H9D	0	6	25	2000	18
H9E	0	0	1	156	7
H9F	0	3	28	327	1
H9G	0	5	24	1444	17
H9H	5	7	34	2205	19
H9J	0	7	15	67	15
H9L	3	6	19	2151	13
H9M	0	4	9	194	3
H9N	1	6	49	2305	6
H9R	0	5	38	40	0
H9S	0	10	74	180	0
H9T	0	0	1	150	4
H9U	0	2	10	1631	6
H9V	6	12	16	2343	23
H9X	0	12	50	1227	0
H9Y	2	2	44	1515	22
HA0	0	8	19	1950	20
HA1	2	8	22	1977	9
HA2	0	3	17	2345	26
HA3	1	5	42	2587	13
HA4	0	6	18	1858	13
HA5	0	23	32	2056	32
HA6	1	9	23	2402	75
HA7	2	9	23	2926	20
HA9	8	20	37	2241	27
HAB	0	1	15	163	1
HAC	23	28	292	835	17
HAD	1	3	16	174	3
HAE	1	10	105	1636	14
HAF	0	1	14	628	1
HAJ	0	5	35	268	16
HAK	0	2	5	181	0
HAL	0	0	1	11	0
HAM	0	0	1	9	0
HAN	0	0	0	10	3
HAP	1	1	8	177	0
HAR	0	0	14	186	1
HAS	0	0	3	77	0
HAT	1	1	5	64	0
HAU	2	0	14	181	1
HAV	1	0	4	47	0
HAW	0	0	2	65	0
HAX	0	0	2	44	0
HAY	0	0	11	8	1
HB0	0	0	4	47	3
HB1	0	2	2	79	0
HB2	3	1	34	559	1
HB3	0	3	4	204	0
HB4	0	4	17	255	1
HB5	0	0	17	54	0
HB6	1	5	1	60	2
HB7	0	0	2	13	0
HB8	0	1	6	27	0
HB9	1	0	3	2	0
HBA	0	0	0	2	0
HBB	0	0	3	96	0
HBC	0	1	11	287	6
HBD	0	0	13	138	1
HBE	1	0	15	162	0
HBG	0	2	14	58	0
HBH	1	2	26	335	0
HBJ	2	2	25	317	1
HBK	0	4	28	406	6
HBM	0	4	22	327	2
HBN	3	4	14	354	3
HBP	2	2	16	112	7
HBR	0	3	15	201	0
HBS	0	0	2	23	0
HBT	0	0	1	6	0
HBU	0	1	8	14	0
HBV	0	0	3	4	0
HBW	0	0	2	4	0
HBX	0	0	0	12	0
HBY	0	0	0	1	0
HC0	1	0	4	23	0
HC1	0	9	22	271	3
HC2	1	2	22	295	1
HC3	2	1	19	134	1
HC4	2	2	18	198	6
HC5	3	1	12	298	0
HC6	0	0	4	77	1
HC7	0	0	4	86	0
HC8	0	0	4	106	1
HC9	0	0	0	61	0
HCA	0	1	4	143	1
HCB	0	0	3	56	6
HCC	0	1	7	66	1
HCD	2	0	5	52	3
HCE	0	0	4	131	3
HCG	0	0	14	79	0
HCH	0	4	14	110	2
HCJ	0	1	10	115	0
HCK	0	0	3	104	0
HCL	1	2	10	55	0
HCM	0	2	3	89	0
HCN	0	1	6	62	0
HCP	0	0	10	68	0
HCR	0	0	9	64	0
HCS	0	2	3	33	1
HCT	1	0	15	80	0
HCU	0	1	8	124	0
HCV	1	0	7	118	0
HCW	0	0	7	111	2
HCX	0	0	9	109	2
HCY	1	3	4	121	0
HD0	0	0	2	152	0
HD1	0	0	3	170	0
HD2	1	3	18	332	7
HD3	0	6	2	35	2
HD4	0	6	10	204	1
HD5	0	0	0	29	0
HD6	0	3	13	500	5
HD7	0	1	7	1465	5
HD8	1	2	6	57	2
HD9	0	0	1	43	0
HDA	0	2	17	223	1
HDB	0	0	26	651	0
HDC	0	5	2	1387	17
HDD	6	1	2	93	2
HDH	0	0	2	185	9
HDJ	0	1	4	219	2
HDK	0	1	1	149	0
HDL	1	0	1	296	5
HDM	0	1	6	307	1
HDN	1	1	6	65	0
HDP	2	1	6	47	2
HDS	0	0	0	1	0
HDT	0	1	12	156	7
HDU	2	1	12	102	6
HDV	0	1	1	74	12
HDW	0	0	1	50	14
HDX	2	0	2	69	10
HDY	1	1	6	83	1
HE0	0	0	1	48	1
HE1	1	1	5	86	9
HE2	3	0	5	167	6
HE3	1	0	3	253	9
HE4	0	0	1	36	1
HE5	0	0	5	79	2
HE6	2	0	13	68	1
HE7	0	0	4	65	2
HE8	0	0	1	258	1
HE9	0	0	2	322	1
HEA	0	0	4	128	1
HEC	0	0	0	125	5
HED	0	0	1	81	0
HEE	0	0	4	110	1
HEF	0	0	2	42	1
HEG	0	1	0	82	2
HEH	0	0	0	75	2
HEJ	0	0	0	3	2
HEK	0	0	0	12	1
HEL	0	1	1	283	6
HEM	0	0	16	352	7
HEN	2	1	10	281	2
HEP	5	2	11	95	2
HER	0	0	6	338	1
HES	0	0	1	265	3
HET	0	1	1	296	4
HEU	0	0	3	387	3
HEV	0	1	3	310	9
HEW	0	0	5	76	3
HEX	0	0	3	7	0
HEY	0	0	3	31	0
HF0	0	0	1	52	2
HF1	0	0	2	59	0
HF2	0	1	3	163	0
HF3	0	0	2	498	5
HGD	9	8	11	2942	24
HGE	0	18	61	2734	27
HGF	0	2	29	2122	12
HGG	0	5	34	1346	24
HGH	1	1	11	75	3
HGJ	0	7	17	1500	30
HGK	2	7	19	2975	14
HGL	3	3	14	495	5
HGM	2	9	34	2121	47
HGN	0	4	40	526	33
HGP	2	6	39	293	21
HGR	16	8	75	348	0
HGS	0	5	33	2038	22
HGT	5	4	39	3415	60
HGU	0	3	13	520	9
HGV	0	29	42	3742	49
HGW	2	8	58	116	10
HGX	0	2	24	365	0
HGY	8	9	32	2447	20
HH0	0	8	24	419	12
HH1	1	16	38	4664	58
HH2	2	6	41	197	4
HH3	7	43	340	4467	78
HH4	0	5	29	456	4
HH5	0	5	39	2213	15
HH6	0	6	59	94	0
HH7	0	11	8	719	2
HH8	1	7	33	2712	10
HH9	0	2	12	2556	11
HHA	0	15	30	2792	22
HHB	1	15	26	2791	25
HHC	0	5	22	1435	22
HHD	0	0	2	39	0
HHE	0	1	2	94	0
HHF	0	0	2	138	1
HHG	0	1	3	120	0
HHH	0	1	6	98	0
HHJ	0	1	4	57	1
HHK	0	0	1	74	0
HHL	0	0	2	54	0
HHM	0	2	0	154	0
HHN	0	0	5	148	2
HHP	1	0	9	82	1
HHR	0	1	1	110	0
HHS	0	0	1	178	0
HHT	0	1	5	130	3
HHU	0	0	2	107	0
HHV	0	87	546	3658	258
HHW	1	54	286	3405	132
HHX	3	97	354	4654	116
HHY	3	7	25	572	2
HJ0	6	25	75	2172	9
HJ1	5	21	74	1984	25
HJ2	0	8	21	437	12
HJ3	6	23	203	4004	14
HJ4	16	27	285	4580	11
HJ5	6	22	73	188	17
HJ6	1	2	3	85	0
HJ7	0	10	21	369	1
HJ8	0	6	7	37	0
HJ9	1	5	30	420	5
HJA	1	4	31	251	3
HJB	0	1	5	65	1
HJC	0	1	4	1387	25
HJD	0	10	12	2003	6
HJE	1	5	19	475	4
HJG	0	4	45	822	4
HJH	1	5	16	2331	26
HJJ	0	0	0	0	1
HJK	0	0	0	1	0
HJL	0	0	0	10	0
HJM	0	1	32	251	1
HJN	0	0	3	1	0
HJP	0	0	1	1	0
HJR	0	0	0	1	0
HJS	0	0	1	1	0
HJT	0	0	0	6	0
HJU	0	0	0	1	0
HJV	0	0	0	1	0
HJW	0	0	8	4	0
HJY	0	0	0	0	1
HK0	0	0	0	1	0
HK1	0	0	0	5	0
HK2	0	0	4	17	0
HK3	0	0	0	4	0
HK4	0	0	1	14	0
HK5	0	0	0	0	0
HK7	0	0	2	1	0
HK8	0	0	1	4	0
HK9	0	0	0	1	0
HKA	0	0	3	0	0
HKC	0	0	1	0	0
HKD	0	1	3	1	0
HKE	0	0	0	0	0
HKF	0	0	3	0	1
HKG	0	0	0	0	0
HKH	0	1	0	1	0
HKJ	0	0	0	0	0
HKK	0	0	0	0	0
HKL	0	0	0	2	0
HKM	0	0	0	0	0
HKN	0	0	0	1	0
HKP	0	16	36	1910	0
HKR	0	8	41	1900	0
HKS	0	13	39	1979	1
HKT	0	9	59	2488	0
HKU	1	15	50	2276	0
HKV	0	16	54	2510	0
HKW	0	5	32	1123	0
HKX	0	13	50	2020	0
HKY	0	6	50	2109	0
HL0	0	19	49	2260	0
HL1	0	14	62	2082	0
HL2	0	5	21	1152	0
HL3	0	11	42	1618	0
HL4	0	9	46	2884	0
HL5	0	7	37	1611	0
HL6	0	4	26	1632	0
HL7	0	9	80	3091	0
HL8	0	7	22	1632	0
HL9	0	6	38	1859	1
HLA	0	8	37	1704	0
HLB	0	15	70	3069	0
HLC	0	10	35	1704	0
HLD	0	10	84	3509	0
HLE	0	10	39	1747	0
HLF	0	10	36	1737	0
HLG	2	8	30	1769	0
HLH	0	7	34	1860	0
HLJ	0	8	43	1765	0
HLK	0	4	31	1790	0
HLL	0	6	33	1665	0
HLM	0	10	30	1658	0
HLN	1	8	39	1559	0
HLP	0	12	43	1670	0
HLR	0	8	42	1706	0
HLS	0	8	30	1478	0
HLT	0	4	23	1210	0
HLU	2	1	12	82	6
HLW	2	1	12	71	3
HLX	0	0	2	15	0
HLY	1	2	8	90	1
HM2	0	1	8	84	0
HM4	1	0	16	119	6
HM5	0	0	7	91	0
HM6	0	1	0	52	2
HM7	0	1	4	42	0
HMA	0	1	11	156	6
HMD	0	0	4	307	31
HMG	2	0	4	74	1
HMH	0	1	5	32	1
HMJ	0	0	5	24	1
HMK	0	0	0	1	0
HML	0	0	3	388	4
HMM	0	0	0	287	4
HMN	0	2	19	352	2
HMP	2	0	6	64	6
HNJ	0	3	10	2082	9
HNK	0	16	29	1954	7
HNL	0	0	28	70	7
HNM	6	2	28	367	10
HNP	0	0	1	173	6
HNR	0	0	3	207	7
HNS	0	0	2	217	4
HNT	0	1	4	161	8
HNU	0	0	6	210	11
HNV	0	6	57	228	0
HNW	1	8	47	1057	5
HNX	0	0	5	270	1
HP0	0	6	45	2324	13
HP1	0	0	2	198	8
HP2	0	14	47	1333	6
HP3	1	10	15	313	1
HP4	1	3	40	539	3
HP5	0	0	4	170	0
HP6	4	8	34	670	2
HP7	1	0	8	125	0
HP8	2	1	13	299	0
HP9	0	0	1	1	0
HPA	1	0	14	230	0
HPB	0	1	9	229	1
HPC	1	1	15	235	0
HPD	3	3	14	59	4
HPE	1	0	1	30	0
HPF	0	1	6	90	0
HPG	1	4	33	619	9
HPH	1	3	12	175	11
HPJ	0	0	12	69	0
HPK	0	1	7	275	1
HPL	1	2	8	77	0
HPM	26	5	41	808	1
HPN	3	4	62	516	0
HPP	0	4	31	641	3
HPR	0	0	6	347	1
HPS	0	1	5	356	0
HPT	0	5	29	1360	10
HPU	0	13	17	419	1
HPV	0	21	15	1370	2
HPW	0	9	26	1543	0
HPX	2	12	26	459	3
HPY	2	15	29	208	1
HR0	0	9	41	1337	1
HR1	0	4	98	758	0
HR3	0	3	40	154	2
