id	stop.to	time	click	noun	nominalization	downtoner
F7C	0	38	0	696	106	19
F7E	0	7	0	203	27	5
F7F	0	29	0	820	234	22
F7G	0	4	0	342	71	7
F7J	0	45	0	503	129	10
F7K	0	0	0	55	1	1
F7L	0	3	0	184	38	3
F7M	0	5	0	78	8	1
F7N	0	2	0	134	4	2
F7R	0	20	0	268	56	7
F7S	0	0	0	34	1	0
F7T	0	12	0	365	190	12
F7U	0	10	0	600	88	12
F7V	0	25	0	494	261	20
F7W	0	18	0	310	82	6
F7X	0	13	0	307	77	2
F7Y	0	18	0	168	35	9
F81	0	13	0	348	31	12
F82	0	11	0	123	43	8
F84	0	7	0	69	29	2
F85	0	11	0	389	200	13
F86	0	19	0	346	168	7
F87	0	5	0	134	45	3
F88	0	23	0	412	91	14
F89	0	4	0	59	18	3
F8A	0	14	0	238	32	1
F8B	0	8	0	213	71	10
F8C	0	9	0	150	36	9
F8D	0	27	0	284	50	9
F8E	0	10	0	202	111	3
F8F	0	0	0	33	2	0
F8G	0	8	0	139	47	3
F8H	0	12	0	95	36	10
F8J	0	10	0	94	24	3
F8L	0	13	1	487	96	12
F8M	0	9	0	373	51	2
F8N	0	8	0	122	67	7
F8P	0	14	0	180	36	11
F8R	0	37	0	627	203	25
F8S	0	9	0	167	64	17
F8U	0	21	1	545	87	6
F98	0	9	0	217	124	14
F99	0	68	0	2189	123	125
F9A	0	51	0	1039	551	48
F9B	0	54	0	1789	1034	72
F9C	1	70	0	2351	304	104
F9D	0	80	0	1638	639	98
F9F	0	98	0	1959	315	146
F9G	0	36	0	1685	1149	87
F9H	3	68	2	2410	259	51
F9J	0	44	0	1348	469	32
F9K	0	15	0	1641	860	95
F9L	0	41	0	1157	694	140
F9M	0	22	1	1074	74	2
F9P	0	39	0	1613	976	89
F9R	1	108	1	2141	214	108
F9S	0	64	0	1927	1075	152
F9T	1	71	1	2073	795	68
F9U	0	97	0	1697	589	85
F9V	0	101	0	1549	761	75
F9W	0	35	1	1911	837	68
F9X	0	69	0	3279	430	163
F9Y	0	129	0	1809	677	134
FA0	0	51	0	1757	1156	62
FA1	0	77	0	1677	1031	67
FA2	0	60	0	1165	257	121
FA3	0	37	0	1632	949	107
FA4	0	9	0	378	167	12
FA6	0	52	0	1389	749	82
FA8	0	55	0	1868	1239	59
FA9	0	43	0	1906	1032	75
FAB	0	92	1	3022	163	67
FAC	0	20	0	1927	885	153
FAD	0	45	0	1309	834	61
FAE	0	52	0	1282	574	146
FAF	0	69	0	1670	950	97
FAG	0	103	0	2031	521	185
FAH	0	135	0	2032	1180	73
FAJ	2	63	0	2573	425	89
FAK	0	37	0	1304	974	124
FAM	0	63	0	1556	1125	68
FAN	1	47	0	2263	863	96
FAP	1	123	1	2965	281	39
FAS	0	20	1	1068	34	14
FAT	0	94	1	2342	399	97
FAU	0	30	0	1958	949	57
FAV	0	52	0	1750	1191	53
FAW	0	28	0	954	605	74
FAY	0	28	0	1519	971	62
FB0	0	63	2	1717	361	85
FB1	0	36	0	1819	1166	85
FB2	0	34	0	1669	1140	140
FB3	0	73	0	1187	783	82
FB4	0	29	0	686	375	63
FB5	0	40	0	1242	970	93
FB6	0	22	0	1997	1122	76
FB7	0	20	0	1413	874	82
FB8	0	47	0	738	331	96
FB9	1	47	0	2113	293	98
FBA	0	99	0	1449	556	108
FBB	0	62	0	1237	516	66
FBC	0	52	0	1428	871	102
FBD	0	32	0	1256	594	67
FBE	0	67	0	1756	1048	66
FBF	0	16	0	532	303	17
FBG	1	28	0	1675	90	30
FBH	0	41	0	1393	840	32
FBJ	0	36	0	1130	595	54
FBK	0	29	0	1313	769	59
FBL	0	145	0	3121	598	108
FBM	0	154	1	3793	753	139
FBN	0	84	0	2748	625	104
FBP	0	38	0	1229	682	54
FBR	0	26	0	479	166	31
FBS	0	7	0	131	77	3
FBT	0	15	0	241	128	8
FBU	0	6	0	137	98	3
FBV	0	35	0	713	497	34
FBW	0	18	0	384	258	23
FBX	0	16	0	221	121	10
FBY	0	2	0	264	160	7
FC0	0	3	0	97	58	1
FC1	0	1	0	75	50	4
FC2	0	15	0	153	117	8
FC3	0	2	0	90	35	7
FC4	0	4	0	304	206	13
FC5	0	9	0	292	165	12
FC6	0	14	0	375	245	8
FC7	0	5	0	110	77	9
FC8	0	9	0	80	45	7
FC9	0	4	0	90	48	0
FCA	0	4	0	190	129	14
FCB	0	9	0	201	99	12
FCC	0	7	0	234	123	7
FCD	0	0	0	198	135	2
FCE	0	11	0	358	211	13
FCF	0	3	0	101	47	4
FCG	0	5	0	101	62	4
FCH	0	11	0	183	94	9
FCJ	0	21	0	952	683	54
FCK	0	12	0	382	265	21
FCL	0	30	0	1115	760	35
FCM	0	5	0	153	115	5
FCN	0	7	0	137	80	2
FCP	0	6	0	169	92	10
FCR	0	4	0	456	224	14
FCS	0	8	0	391	224	21
FCT	0	11	0	205	87	6
FCU	0	2	0	113	71	3
FCV	0	2	0	117	75	4
FCW	0	6	0	259	177	10
FCX	0	13	0	213	120	10
FCY	0	3	0	145	64	9
FD0	0	1	0	202	128	8
FD1	0	28	0	689	431	19
FD2	0	9	0	246	120	1
FD3	0	14	0	1042	533	27
FD4	0	24	0	300	157	11
FD5	0	14	0	173	105	7
FD6	0	1	0	172	82	4
FD7	0	11	0	477	275	17
FD8	0	28	0	322	209	19
FD9	0	3	0	248	194	10
FDA	0	2	0	411	255	16
FDB	0	3	0	280	197	7
FDC	0	11	0	483	332	35
FDD	0	26	0	511	271	14
FDE	0	1	0	48	28	1
FDF	0	2	0	98	72	3
FDG	0	9	0	276	132	11
FDH	0	2	0	250	171	5
FDJ	0	7	0	158	74	7
FDK	0	3	0	216	125	7
FDL	0	11	0	221	134	4
FDM	0	6	0	159	109	3
FDN	0	2	0	208	147	10
FDP	0	2	0	397	315	16
FDR	0	6	0	232	166	15
FDS	0	6	0	162	80	9
FDT	0	2	0	178	79	1
FDU	0	8	0	257	162	5
FDV	0	33	0	757	420	24
FDW	0	15	0	268	162	14
FDX	0	3	0	108	52	4
FDY	0	1	0	167	105	7
FE0	0	2	0	149	79	4
FE1	0	14	0	691	422	41
FE2	0	20	0	844	545	38
FE3	0	8	0	437	281	11
FE5	0	44	0	954	439	48
FE6	0	47	0	1823	1071	99
FEB	0	68	0	1697	347	75
FED	0	66	0	1375	881	82
FEE	1	104	1	2176	240	121
FEF	0	44	0	1322	593	44
FEH	0	41	0	1733	342	21
FEJ	0	10	0	1277	607	5
FEM	1	51	0	2530	335	81
FEP	0	81	0	1518	382	147
FES	0	60	0	1369	718	88
FET	2	61	0	1706	293	89
FEU	0	139	0	2357	885	126
FEV	0	134	4	1957	546	153
FEW	0	59	0	1330	851	156
FEX	0	107	0	1859	436	92
FF0	1	58	0	1386	462	125
FL4	0	12	0	200	51	5
FL5	0	11	0	260	37	3
FL6	0	13	0	175	35	3
FL7	0	5	0	223	35	3
FL8	0	10	0	154	26	9
FL9	0	15	0	115	29	8
FLA	0	8	0	143	36	5
FLB	0	11	0	136	20	4
FLC	0	24	0	181	48	10
FLD	0	9	0	174	48	4
FLE	0	7	0	187	49	6
FLF	0	19	0	174	24	6
FLG	0	8	0	193	42	4
FLH	0	12	0	240	45	8
FLK	0	7	0	213	74	5
FLL	0	20	0	221	53	3
FLM	0	4	0	205	34	6
FLP	0	10	0	193	22	4
FLR	0	5	0	197	61	3
FLS	0	15	0	543	119	16
FLU	0	4	0	7	7	2
FLW	0	4	0	7	6	2
FLX	0	11	0	382	36	6
FLY	0	8	2	368	70	4
FM0	1	26	0	458	73	8
FM1	0	22	0	421	77	8
FM2	0	24	0	886	81	21
FM3	0	4	0	224	10	2
FM4	0	30	0	653	63	17
FM5	0	27	0	743	53	12
FM7	0	19	0	829	87	7
FM8	0	0	0	73	2	1
FM9	0	3	0	21	0	0
FMA	0	1	0	102	5	0
FMB	0	4	0	245	9	3
FMC	0	4	0	257	32	0
FMD	0	6	0	257	54	12
FME	0	52	0	537	60	11
FMF	0	28	0	351	18	5
FMG	0	35	0	700	16	17
FMH	0	12	0	267	29	4
FMJ	0	10	0	345	14	4
FMK	0	5	0	287	66	4
FML	0	17	0	381	36	7
FMM	0	37	0	330	34	4
FMN	0	9	0	463	220	18
FMP	0	19	0	674	278	14
FMR	0	12	0	861	123	20
FMS	0	21	0	514	81	20
FNR	0	33	0	2850	698	102
FNS	1	12	0	471	12	11
FNT	0	66	1	3037	354	126
FNU	0	77	1	2206	239	72
FNW	1	81	0	2185	264	62
FNX	1	76	0	1802	603	119
FNY	0	25	0	741	11	24
FP0	0	81	2	2437	366	128
FP1	1	85	2	1803	406	83
FP2	0	15	0	1439	1070	116
FP3	0	91	3	1710	184	108
FP4	0	72	0	1437	975	95
FP5	0	8	0	451	6	7
FP6	1	66	2	1732	139	100
FP7	0	79	6	2490	245	83
FP8	0	32	0	1291	961	79
FP9	0	65	0	1446	726	68
FPB	0	78	1	2338	315	107
FPC	0	35	0	1284	943	85
FPE	0	8	0	440	1	0
FPF	4	108	1	2559	206	90
FPG	0	158	0	1767	734	93
FPH	0	70	0	2728	215	173
FPJ	1	52	0	1866	1065	110
FPK	2	100	0	2076	245	118
FPL	0	14	0	490	4	6
FPM	1	96	0	2110	175	84
FPN	1	84	0	1424	729	86
FPP	0	14	0	544	0	18
FPR	0	36	0	1374	883	136
FPT	0	14	0	391	16	4
FPU	1	58	0	1459	99	37
FPV	0	31	0	906	70	36
FPW	0	71	0	1245	517	109
FPX	0	54	1	2223	260	49
FPY	0	54	0	2076	1127	85
FR0	2	93	0	3100	389	90
FR2	0	22	0	638	434	72
FR3	0	55	0	1865	435	63
FR4	0	32	0	1442	1070	115
FR5	2	148	0	2161	220	84
FR6	1	70	0	1908	138	91
FR7	0	37	0	812	561	44
FR9	1	56	0	1697	386	93
FRA	0	83	0	1855	917	121
FRB	0	81	0	1757	1219	85
FRC	0	59	6	2592	183	83
FRD	0	10	0	516	0	8
FRE	1	49	0	1520	74	70
FRF	0	81	1	2666	330	186
FRG	0	28	0	1397	895	58
FRH	0	132	0	2697	225	52
FRJ	0	73	0	1724	334	100
FRK	2	45	0	1690	115	51
FRL	0	56	0	1880	991	47
FRN	0	42	0	1610	1178	82
FRS	1	90	2	2523	282	81
FRT	0	49	0	1554	919	62
FRU	0	20	0	718	28	11
FRX	0	23	0	469	1	6
FRY	1	16	0	704	58	16
FS0	1	92	1	1684	375	74
FS1	1	110	0	2090	234	86
FS2	0	28	0	711	19	19
FS3	0	28	0	672	11	19
FS5	1	15	0	1302	52	19
FS6	0	35	0	1587	1117	66
FS7	1	50	0	1656	1225	71
FS8	1	109	0	2877	257	49
FSA	0	111	0	1572	941	55
FSB	0	17	0	811	6	20
FSC	0	68	0	1436	244	105
FSE	0	71	0	2737	467	117
FSF	2	52	1	2493	303	40
FSJ	1	19	0	1073	20	37
FSK	1	12	0	616	36	9
FSL	0	3	0	393	1	4
FSN	0	30	0	1048	171	26
FSP	0	72	2	1914	249	69
FSR	2	90	1	2203	367	121
FSS	0	32	0	1420	812	93
FST	0	41	0	1676	920	108
FSU	0	71	0	1477	583	51
FSV	0	56	0	1246	455	31
FSW	0	50	0	1009	369	23
FSY	0	71	0	1787	976	81
FT0	0	48	0	1675	987	54
FT1	0	68	0	1998	1114	77
FT2	0	69	0	1832	1017	71
FT3	0	43	0	1894	1036	78
FT4	0	71	0	1906	1120	97
FT5	0	68	0	1685	1044	87
FT6	0	16	0	931	487	33
FT7	0	37	0	712	222	25
FT8	0	79	25	3020	791	105
FT9	0	69	0	1446	348	80
FTA	0	18	0	519	227	19
FTB	0	21	0	1460	760	46
FTC	0	32	0	1241	714	58
FTD	0	13	0	590	343	19
FTE	0	14	0	1491	992	50
FTT	0	89	1	1724	524	93
FTU	0	53	0	1311	344	55
FTV	0	70	0	1417	872	146
FTW	0	65	0	1535	912	115
FTX	1	88	0	1177	709	83
FTY	0	30	0	1397	796	53
FU0	0	23	0	766	311	29
FU1	0	123	0	2084	353	62
FU2	0	34	0	1245	86	60
FU3	0	56	0	2484	1138	67
FU4	0	20	0	1312	161	38
FU5	0	22	0	1540	61	26
FU6	0	45	0	1686	209	37
FU7	0	16	1	523	93	20
FU8	2	97	0	2248	526	117
FU9	0	7	0	121	78	5
FUA	1	84	0	1783	649	34
FUB	1	25	0	936	35	25
FUE	0	9	0	208	77	10
FUF	0	27	0	374	160	10
FUG	0	17	0	523	159	13
FUH	0	36	0	516	48	14
FUJ	0	25	0	1071	181	27
FUK	0	35	0	1229	255	34
FUL	0	28	0	985	188	20
FUM	0	2	0	54	11	5
FUN	0	5	0	85	31	9
FUP	0	2	0	130	34	5
FUR	0	5	0	60	14	2
FUS	0	4	0	47	28	1
FUT	0	24	0	432	88	10
FUU	0	20	0	433	68	16
FX5	0	19	0	456	85	12
FX6	0	17	0	330	41	7
FX7	0	2	0	14	0	1
FX8	0	0	0	5	0	2
FX9	0	4	0	29	0	0
FXB	0	1	0	18	1	0
FXC	0	5	0	34	0	3
FXD	0	3	0	49	2	0
FXE	0	0	0	10	0	0
FXF	0	0	0	13	1	0
FXG	0	1	0	12	0	1
FXH	0	6	0	88	1	2
FXJ	0	3	0	70	1	1
FXK	0	1	0	7	0	0
FXL	0	2	0	31	0	0
FXM	0	0	0	42	0	0
FXN	0	5	0	48	5	0
FXP	0	1	0	104	4	0
FXR	0	18	0	630	57	11
FXT	0	34	0	1029	173	19
FXU	0	13	0	211	30	2
FXV	0	20	0	261	15	6
FXW	0	6	0	188	4	5
FXX	0	25	0	393	48	10
FXY	0	7	0	341	9	8
FY0	0	5	0	222	1	3
FY1	0	28	0	536	38	15
FY2	0	11	0	197	18	2
FY3	0	4	0	119	18	2
FY4	0	17	0	288	62	10
FY5	0	42	0	744	63	27
FY6	0	17	0	374	17	6
FY7	0	16	0	404	87	6
FY8	0	31	0	564	107	12
FY9	0	57	0	415	16	4
FYA	0	48	1	729	133	24
FYB	0	32	0	518	104	3
FYD	0	8	0	368	9	12
FYE	0	25	0	359	8	10
FYF	0	15	0	413	34	4
FYG	0	29	0	476	20	9
FYH	0	38	0	573	59	25
FYJ	0	23	0	486	106	12
FYK	0	15	0	282	46	5
FYL	0	1	0	150	40	2
FYM	0	11	0	341	23	7
FYP	0	21	0	235	20	2
FYS	0	86	0	1662	1052	75
FYT	0	62	0	1184	853	71
FYV	0	84	1	2822	405	74
FYW	0	57	0	1243	773	64
FYX	0	195	0	1854	769	110
FYY	2	69	0	1936	253	156
G00	0	144	4	4191	1725	254
G01	3	65	0	2731	291	97
G02	1	73	0	2466	192	128
G03	1	57	2	2022	320	109
G04	0	65	3	2840	355	120
G05	0	56	0	1633	1146	87
G06	0	71	0	1953	305	107
G07	1	96	0	2802	183	86
G08	0	37	0	1333	888	105
G09	2	117	0	2106	174	74
G0A	1	80	2	2096	186	84
G0C	0	21	0	475	265	34
G0D	0	36	0	1765	1155	81
G0E	0	45	0	2623	391	70
G0F	1	69	0	2328	397	88
G0G	0	131	0	1389	593	81
G0H	0	72	0	1581	1052	100
G0K	0	19	0	666	377	25
G0L	1	106	1	2768	313	71
G0M	0	78	0	1868	289	131
G0N	0	67	3	2308	375	96
G0P	0	58	0	2673	249	137
G0R	0	32	0	1738	1137	89
G0S	1	64	4	1661	251	67
G0T	0	79	0	1819	507	55
G0U	0	44	0	2534	1736	65
G0W	0	107	0	2943	1702	133
G0X	2	74	0	2327	322	95
G0Y	1	98	1	2565	404	77
G10	0	73	1	1706	238	84
G11	0	17	0	715	30	10
G12	2	78	1	2089	258	85
G13	1	66	0	2630	282	121
G14	0	76	1	1261	645	89
G15	0	96	2	2701	439	78
G16	1	98	0	2021	217	108
G17	0	47	0	2349	401	77
G19	0	38	0	1561	1182	113
G1A	0	67	0	2124	376	84
G1C	0	30	0	2071	1037	94
G1D	0	71	0	2012	259	92
G1E	0	31	0	1674	697	139
G1F	0	117	0	1604	992	89
G1G	0	36	0	1568	1002	66
G1H	0	33	0	1674	913	73
G1J	0	63	0	1450	815	82
G1L	4	49	1	1963	242	105
G1M	0	67	1	2794	458	67
G1N	0	35	0	1735	1059	68
G1R	0	42	0	1081	733	85
G1S	1	130	0	2114	258	147
G1V	0	20	0	1003	66	12
G1W	0	81	2	2382	387	88
G1X	0	73	0	1784	333	65
G1Y	0	61	0	1473	545	83
G20	0	52	0	1747	1258	87
G21	0	37	0	1207	317	40
G22	0	24	0	784	48	6
G23	0	31	0	820	46	13
G24	0	23	0	890	47	11
G25	0	18	0	862	59	19
G26	0	4	0	151	32	3
G27	1	39	0	1216	261	58
G28	0	47	0	1228	602	61
G29	0	42	0	1117	562	57
G2A	0	5	0	1376	210	7
G2B	1	57	0	2187	471	45
G2C	0	66	1	1405	388	70
G2D	0	32	0	2558	195	41
G2E	0	112	1	2725	649	102
G2F	0	62	1	2995	616	66
G2G	0	8	0	822	491	14
G2J	1	52	0	1716	777	78
G2K	0	40	0	1166	343	43
G2L	1	33	0	797	288	33
G2M	0	11	0	409	88	7
G2N	0	34	0	1531	685	36
G2P	0	20	0	761	350	8
G2R	0	9	0	297	123	9
G2S	1	35	0	1632	331	33
G2T	0	83	0	1931	368	52
G2V	2	144	0	3804	796	134
G2W	1	51	0	1644	430	57
G2Y	1	54	0	1478	352	70
G30	0	61	0	1593	360	63
G31	0	30	0	899	439	18
G32	0	48	0	913	338	33
G33	0	79	0	2341	543	114
G34	0	20	0	853	421	22
G35	0	73	0	1924	226	45
G36	0	96	0	2054	246	61
G37	0	93	0	2276	541	99
G38	0	32	0	733	255	34
G39	1	126	0	1587	251	54
G3A	0	42	0	1820	578	108
G3B	0	140	0	1802	279	113
G3D	0	85	0	1681	819	70
G3E	0	78	1	2215	361	123
G3F	0	42	0	2103	1107	39
G3G	0	99	0	2163	379	132
G3H	0	71	0	1768	907	56
G3J	0	62	0	1364	818	58
G3K	0	121	0	1480	556	28
G3L	0	57	0	1411	1015	81
G3N	0	5	0	696	308	38
G3P	0	67	1	2712	194	72
G3R	0	79	1	2064	551	132
G3S	0	112	1	2301	288	112
G3T	0	52	0	667	428	32
G3U	0	22	0	752	141	28
G3V	0	31	0	257	6	5
G3W	0	25	0	233	10	4
G3X	0	13	0	498	26	1
G3Y	0	7	0	390	74	5
G42	0	4	0	54	0	0
G43	0	0	0	60	0	1
G44	0	0	0	34	0	0
G45	0	0	0	70	2	2
G46	0	1	0	31	1	0
G47	0	6	0	60	0	2
G48	0	0	0	20	2	2
G49	0	2	0	43	1	0
G4A	0	0	0	57	3	2
G4B	0	5	0	70	0	1
G4C	0	0	0	25	2	0
G4D	0	3	0	56	2	1
G4E	0	2	0	22	2	0
G4F	0	16	0	198	71	11
G4G	0	9	0	249	77	10
G4H	0	49	0	1047	305	33
G4J	0	4	0	119	30	7
G4K	0	18	0	585	52	5
G4N	0	29	0	318	32	20
G4P	0	9	0	114	25	12
G4R	0	18	0	303	13	19
G4S	0	17	0	274	46	5
G4T	0	16	0	329	59	18
G4U	0	17	0	452	106	6
G4V	0	5	0	316	85	9
G4W	0	6	0	240	66	4
G4X	0	39	0	970	180	26
G4Y	0	1	0	6	0	0
G50	0	0	0	15	1	0
G51	0	3	0	15	1	1
G52	0	1	0	15	0	0
G53	0	0	0	11	0	1
G54	0	0	0	0	0	0
G55	0	1	0	52	5	0
G56	0	0	0	34	0	0
G57	0	1	0	42	1	0
G58	0	3	0	28	0	1
G59	0	19	0	523	39	10
G5A	0	65	0	951	23	0
G5B	0	15	0	304	61	10
G5C	0	0	0	26	1	0
G5D	0	2	0	43	2	1
G5E	0	5	0	61	8	5
G5F	0	2	0	27	5	1
G5G	0	30	0	400	112	6
G5H	0	20	0	392	66	17
G5J	0	28	0	826	70	19
G5K	0	42	0	698	70	16
G5L	0	3	0	61	5	0
G5M	0	2	0	89	7	1
G5N	0	0	0	69	4	0
G5P	0	4	0	61	2	4
G5R	0	4	0	101	5	2
G5S	0	0	0	70	12	0
G5T	0	3	0	81	5	1
G5U	0	4	0	69	10	2
G5V	0	11	0	175	6	4
G5W	0	8	0	60	4	5
G5X	0	6	0	64	4	2
G5Y	0	0	0	38	4	3
G60	0	0	0	10	0	0
G61	0	9	0	175	9	2
G62	0	48	0	770	15	14
G63	0	35	0	393	17	2
G64	0	20	0	337	25	4
GSX	0	56	0	1648	598	46
GSY	0	68	0	1459	507	41
GT0	0	52	0	1315	467	32
GT1	0	34	0	1234	446	29
GT2	0	44	0	1231	437	32
GT3	0	50	0	1256	457	45
GT4	0	59	0	1355	470	28
GT5	0	49	0	1277	457	42
GT6	0	54	0	1375	465	45
GT7	0	47	0	1082	367	26
GT8	0	35	0	1138	444	23
GT9	0	35	0	1050	357	25
GTA	0	60	0	1461	537	50
GTB	0	50	0	1094	434	30
GTC	0	57	0	1182	435	40
GTD	0	56	0	1548	524	35
GTE	0	66	0	1359	499	33
GTF	0	53	0	1348	499	34
GTG	0	64	0	1138	448	32
GTH	0	61	0	1628	610	55
GU5	0	53	0	1465	1058	81
GU6	0	16	0	1905	1146	75
GU7	0	69	0	1401	703	91
GU8	0	61	1	2096	784	130
GU9	1	86	0	1660	487	101
GUA	0	24	0	2736	111	165
GUB	0	12	0	1262	212	29
GUC	0	66	0	1780	1072	74
GUD	0	86	3	2745	342	118
GUE	1	64	2	2701	512	110
GUF	1	93	1	2859	439	98
GUG	0	92	2	2631	331	148
GUH	0	49	0	1112	487	155
GUJ	0	65	0	1096	523	126
GUK	0	63	0	3076	114	58
GUL	0	27	0	517	22	12
GUM	0	58	1	3107	192	97
GUR	0	85	0	1960	743	57
GUS	0	19	0	716	22	15
GUU	0	94	0	3053	344	86
GUV	0	50	0	1229	1024	90
GUW	0	37	0	1375	747	80
GUX	1	36	1	1418	256	61
GUY	0	73	0	2397	1379	50
GV0	0	51	0	1624	842	145
GV1	0	19	0	1153	220	53
GV2	1	83	1	2710	258	62
GV3	0	11	0	595	16	0
GV5	0	55	0	1568	1061	70
GV6	0	80	1	2121	292	134
GV7	0	37	0	986	46	31
GV8	2	110	0	2488	288	81
GV9	0	11	0	507	4	4
GVA	0	81	0	1619	916	117
GVD	0	49	0	1605	1019	58
GVF	0	83	0	1911	522	80
GVG	0	52	0	1267	861	87
GVH	0	40	0	1620	945	85
GVJ	0	41	0	1694	792	196
GVK	0	26	0	1372	1015	43
GVL	0	65	0	3003	357	64
GVM	1	23	0	453	4	9
GVN	0	39	0	2135	1340	40
GVP	0	101	0	2333	370	117
GVR	0	33	0	1562	919	102
GVS	0	17	0	1120	375	68
GVT	0	80	0	2152	401	101
GVU	0	33	0	2055	1325	97
GVW	0	68	0	1245	859	54
GVX	0	20	0	945	708	46
GVY	1	56	0	1689	908	92
GW0	0	123	1	2302	309	155
GW1	0	33	0	1677	860	84
GW2	1	76	0	2591	429	121
GW3	2	97	0	2542	285	105
GW4	0	49	0	1766	1059	84
GW5	0	20	0	748	28	17
GW6	0	62	0	1837	820	105
GW8	1	60	0	2126	151	94
GW9	0	69	0	1566	590	62
GWA	0	11	0	472	15	5
GWB	0	93	0	2236	287	86
GWC	0	14	0	543	12	1
GWF	1	79	2	2554	168	83
GWG	0	105	0	2267	421	61
GWH	0	47	0	1141	38	41
GWJ	0	52	0	1496	1062	61
GWK	0	35	0	1016	383	32
GWL	0	51	0	1224	395	29
GWM	0	29	0	1087	542	58
GWN	0	21	0	997	777	64
GX0	0	5	0	350	97	0
GX1	0	19	0	763	151	23
GX2	0	24	0	663	297	16
GX3	0	22	0	605	373	23
GX4	0	1	0	141	55	2
GX5	0	1	0	308	150	3
GX6	0	16	1	342	147	12
GX7	0	31	0	604	261	14
GX8	0	6	0	657	401	9
GX9	0	36	0	950	311	28
GXA	0	45	0	1076	350	26
GXB	0	24	0	597	237	14
GXE	0	15	0	444	210	6
GXF	0	22	0	624	359	11
GXG	0	118	0	4651	2489	133
GXH	0	4	0	763	288	7
GXJ	0	103	0	4243	2083	71
GXK	0	24	0	1123	259	26
GXL	0	21	0	400	52	9
GXM	0	10	0	426	41	6
GY4	0	35	0	699	67	13
GY5	0	1	0	15	0	0
GY6	0	4	0	89	6	1
GY7	0	2	0	90	15	3
GY8	0	2	0	78	8	4
GY9	0	1	0	60	8	2
GYA	0	1	0	25	0	0
GYB	0	1	0	58	6	3
GYC	0	4	0	91	10	3
GYD	0	3	0	134	5	6
GYE	0	0	0	49	7	1
GYF	0	2	0	43	1	3
GYG	0	5	0	59	5	0
GYH	0	0	0	29	2	0
GYJ	0	1	0	14	1	0
GYK	0	7	0	288	89	3
GYL	0	0	0	45	10	1
GYM	0	21	0	209	10	9
GYN	0	10	0	305	59	8
GYP	0	80	0	403	20	5
GYR	0	38	0	778	95	16
GYS	0	8	0	233	15	7
GYT	0	13	0	255	11	3
GYU	0	46	0	559	131	7
GYV	0	67	0	375	166	14
GYW	0	48	0	503	49	14
GYX	0	23	0	829	235	18
GYY	0	17	0	200	21	3
H00	0	3	0	58	7	3
H01	0	10	0	183	18	6
H02	0	2	0	34	5	1
H03	0	5	0	174	31	4
H04	0	0	0	50	7	0
H05	0	3	0	228	18	4
H06	0	45	0	2694	221	59
H07	0	73	1	1890	342	68
H09	0	92	0	1394	323	63
H0A	0	72	0	1789	410	106
H0B	0	84	0	1540	385	67
H0C	1	139	0	1625	508	68
H0D	0	86	0	2083	324	76
H0E	0	89	0	2362	1054	97
H0F	1	93	1	2317	103	107
H0H	0	17	0	374	207	18
H0J	0	71	0	1381	432	38
H0K	0	61	0	1634	732	92
H0M	0	72	1	2741	216	65
H0N	0	90	0	1443	766	123
H0P	0	50	0	1125	808	75
H0R	0	87	0	2069	291	138
H0S	0	11	0	654	314	51
H0U	0	68	0	1708	1004	71
H0Y	0	61	0	2669	868	43
H10	0	49	0	1679	854	119
H13	0	3	0	64	6	7
H45	0	51	0	1221	510	42
H46	0	55	0	1213	379	41
H47	0	25	0	632	309	14
H48	0	31	0	568	193	15
H49	0	17	0	697	191	10
H4A	0	18	0	458	148	6
H4B	0	54	0	628	44	19
H4C	0	48	0	813	48	21
H4D	0	1	0	59	2	0
H4E	0	10	0	52	2	0
H4F	0	3	0	56	2	3
H4G	0	2	0	13	0	0
H4H	0	0	0	93	1	0
H4J	0	1	0	27	0	0
H4K	0	0	0	30	0	0
H4L	0	0	0	2	0	0
H4M	0	4	0	30	3	4
H4N	0	3	0	22	0	0
H4P	0	4	0	39	3	1
H4R	0	0	0	18	0	0
H4S	0	0	0	31	2	1
H4T	0	0	0	27	3	0
H4U	0	2	0	39	1	0
H4V	0	1	0	31	1	0
H4W	0	4	0	103	5	1
H4X	0	1	0	24	2	0
H4Y	0	1	0	59	3	1
H50	0	0	0	30	1	0
H51	0	3	0	31	2	0
H52	0	0	0	13	0	1
H53	0	1	0	23	1	0
H54	0	1	0	46	2	2
H55	0	0	0	16	1	0
H56	0	6	0	41	0	1
H57	0	1	0	69	1	0
H58	0	1	0	2	0	0
H59	0	1	0	46	1	0
H5A	0	2	0	81	0	2
H5B	0	0	0	2	0	0
H5C	0	2	0	39	1	1
H5D	0	54	0	537	98	21
H5E	0	32	0	430	69	11
H5G	0	60	0	715	21	22
H5H	0	36	0	605	35	12
H5J	0	7	0	63	14	6
H5K	0	2	0	54	0	0
H5L	0	2	0	37	2	2
H5M	0	0	0	37	1	0
H5N	0	3	0	103	1	2
H5P	0	2	0	42	4	0
H5R	0	0	0	12	1	0
H5S	0	2	0	39	1	1
H5T	0	1	0	20	0	1
H5U	0	0	0	48	4	2
H5V	0	6	0	72	1	2
H5W	0	0	0	27	2	1
H5X	0	2	0	25	1	1
H5Y	0	4	0	76	1	3
H60	0	0	0	26	1	0
H61	0	35	3	899	70	22
H78	0	228	0	1698	756	149
H79	0	28	0	2107	402	338
H7A	0	52	0	2234	194	60
H7B	0	78	0	1660	1030	61
