id	title	n_words	n_tokens	n_w	n_c	n_s	audience_age	audience_sex	author_age	author_domicile	author_sex	author_type	availability	circulation	context	derived_type	difficulty	domain	genre	interaction_type	medium	mode	publication_date	publication_place	region	respondent_age	respondent_class	respondent_sex	sampling_type	text_type
G0C	A cure for unemployment. Sample containing about 12384 words of miscellanea (domain: commerce)	12252	13677	12409	1268	487	adult	mixed	unknown	unknown	male	sole	cleared	low	---	prose	medium	commerce_finance	W:commerce	---	misc_published	written	1985-1993	UK_south	---	---	---	---	beginning	written_misc
G0D	Dangerous sexualities. Sample containing about 39748 words from a book (domain: social science)	39803	44217	40075	4142	1804	adult	mixed	unknown	UK	male	sole	cleared	medium	---	academic	medium	social_science	W:ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0E	Darkfall. Sample containing about 40628 words from a book (domain: imaginative)	41389	51185	41800	9385	3869	adult	unknown	35-44	UK	male	sole	unclaimed	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0F	Sweet dreams. Sample containing about 42153 words from a book (domain: imaginative)	42767	52764	43305	9459	3349	adult	mixed	35-44	UK	male	sole	cleared	high	---	fiction	high	imaginative	W:fict:prose	---	book	written	1960-1974	UK_south	---	---	---	---	whole	written_books_periodicals
G0G	The earliest English kings. Sample containing about 45093 words from a book (domain: world affairs)	45407	52268	45714	6554	1434	adult	mixed	45-59	UK	male	sole	cleared	low	---	academic	high	world_affairs	W:ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0H	The Fontana history of the environmental sciences. Sample containing about 41462 words from a book (domain: world affairs)	41398	45258	41727	3531	1588	adult	mixed	45-59	UK	male	sole	cleared	low	---	prose	low	world_affairs	W:non_ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0K	Fire prevention in high bay warehouses. Sample containing about 15479 words of miscellanea (domain: world affairs)	15268	16920	15468	1452	717	adult	mixed	unknown	unknown	unknown	corporate	cleared	low	---	misc_published	medium	world_affairs	W:institut_doc	---	misc_published	written	1975-1984	unknown	---	---	---	---	whole	written_misc
G0L	The Lucy ghosts. Sample containing about 40217 words from a book (domain: imaginative)	40917	50375	41256	9119	4235	adult	mixed	unknown	UK	male	sole	cleared	high	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0M	The holy thief. Sample containing about 39858 words from a book (domain: imaginative)	39988	47597	40355	7242	2325	adult	mixed	60+	UK	female	sole	cleared	medium	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0N	Hand in glove. Sample containing about 38102 words from a book (domain: imaginative)	38876	48422	39203	9219	4140	adult	mixed	35-44	UK	male	sole	cleared	high	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0P	Heathen. Sample containing about 41082 words from a book (domain: imaginative)	41550	49767	41892	7875	3696	adult	mixed	35-44	UK	male	sole	cleared	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0R	The idea of higher education. Sample containing about 39174 words from a book (domain: social science)	38904	44284	39321	4963	1784	adult	mixed	35-44	UK	male	sole	cleared	low	---	academic	high	social_science	W:ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0S	Indigo. Sample containing about 41733 words from a book (domain: imaginative)	42045	49367	42376	6991	2042	adult	mixed	45-59	UK	female	sole	cleared	medium	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0T	Ceremony of innocence. Sample containing about 37992 words from a book (domain: social science)	38060	42576	38377	4199	1933	adult	mixed	unknown	UK	female	sole	cleared	low	---	prose	low	social_science	W:non_ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G0U	Organisational analysis. Sample containing about 47592 words from a periodical (domain: commerce)	47185	54384	47677	6707	2785	adult	mixed	unknown	unknown	unknown	corporate	cleared	low	---	prose	high	commerce_finance	W:commerce	---	periodical	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
G0W	[National Congress on Languages in Education: miscellaneous documents]. Sample containing about 66687 words of miscellanea (domain: social science)	65949	74772	66812	7959	3387	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	prose	medium	social_science	W:non_ac:soc_science	---	misc_published	written	1985-1993	UK_south	---	---	---	---	unknown	written_misc
G0X	Unexplained laughter. Sample containing about 42247 words from a book (domain: imaginative)	43288	53671	43653	10018	3338	adult	mixed	unknown	UK	female	sole	cleared	medium	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
G0Y	Passing on. Sample containing about 41526 words from a book (domain: imaginative)	41845	51468	42330	9138	3730	adult	mixed	45-59	UK	female	sole	cleared	high	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G10	The lost prince. Sample containing about 34207 words from a book (domain: imaginative)	34418	41714	34801	6913	2213	adult	mixed	unknown	UK	female	sole	cleared	medium	---	fiction	medium	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G11	Making cocoa for Kingsley Amis. Sample containing about 6131 words from a book (domain: imaginative)	6216	7201	6242	959	1002	adult	mixed	unknown	UK	female	sole	cleared	low	---	fiction	medium	imaginative	W:fict:poetry	---	book	written	1985-1993	UK_south	---	---	---	---	whole	written_books_periodicals
G12	Towards the end of the morning. Sample containing about 37516 words from a book (domain: imaginative)	38117	47853	38563	9290	3227	adult	mixed	25-34	UK	male	sole	cleared	high	---	fiction	high	imaginative	W:fict:prose	---	book	written	1960-1974	UK_south	---	---	---	---	middle	written_books_periodicals
G13	The magus. Sample containing about 39427 words from a book (domain: imaginative)	39174	47638	39595	8043	3686	adult	mixed	35-44	UK	male	sole	cleared	medium	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G14	Making of memory from molecules to mind. Sample containing about 39296 words from a book (domain: applied science)	38769	43639	39252	4387	1276	adult	mixed	45-59	UK	male	sole	cleared	low	---	prose	high	applied_science	W:non_ac:nat_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G15	A midsummer killing. Sample containing about 41007 words from a book (domain: imaginative)	41336	48848	41700	7148	3546	adult	mixed	35-44	UK	male	sole	cleared	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G16	A nest of singing birds. Sample containing about 40473 words from a book (domain: imaginative)	41597	49420	41907	7513	2760	adult	female	60+	UK	female	sole	cleared	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G17	The other side of heaven. Sample containing about 40208 words from a book (domain: imaginative)	40041	47782	40463	7319	2984	adult	mixed	unknown	UK	male	sole	cleared	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G19	Public administration in Britain today. Sample containing about 38787 words from a book (domain: world affairs)	38279	45726	38965	6761	1641	adult	mixed	unknown	UK	unknown	multiple	cleared	medium	---	academic	medium	world_affairs	W:ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1A	Flaubert's parrot. Sample containing about 39372 words from a book (domain: imaginative)	39530	46932	39848	7084	2552	adult	mixed	25-34	UK	male	sole	cleared	high	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1C	Paying for welfare: The 1990s. Sample containing about 40093 words from a book (domain: social science)	39735	44988	40178	4810	2223	adult	mixed	unknown	UK	male	sole	cleared	medium	---	academic	medium	social_science	W:ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1D	Pillars of gold. Sample containing about 39817 words from a book (domain: imaginative)	41243	52550	41572	10978	3075	adult	mixed	60+	UK	female	sole	cleared	high	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
G1E	Polar ecology. Sample containing about 39478 words from a book (domain: natural sciences)	38950	45352	39240	6112	1704	adult	mixed	60+	UK	male	sole	cleared	low	---	academic	high	natural_science	W:ac:nat_science	---	book	written	1985-1993	USA	---	---	---	---	middle	written_books_periodicals
G1F	Policy and practice in primary education. Sample containing about 40847 words from a book (domain: social science)	40382	45628	40939	4689	1640	adult	mixed	unknown	UK	male	sole	cleared	low	---	academic	high	social_science	W:ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1G	Power in capitalist society. Sample containing about 44550 words from a book (domain: world affairs)	44154	49124	44660	4464	1610	adult	mixed	unknown	UK	unknown	multiple	cleared	medium	---	academic	medium	world_affairs	W:ac:polit_law_edu	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1H	Contemporary issues in public disorder. Sample containing about 38729 words from a book (domain: social science)	38693	45015	39044	5971	1771	adult	mixed	unknown	UK	male	sole	cleared	medium	---	academic	medium	social_science	W:ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1J	Public order and private lives. Sample containing about 34787 words from a book (domain: social science)	34327	39173	34865	4308	1500	adult	mixed	unknown	UK	unknown	multiple	cleared	low	---	academic	medium	social_science	W:ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
G1L	Rebel angel. Sample containing about 43540 words from a book (domain: imaginative)	43717	52311	44213	8098	2544	adult	mixed	unknown	UK	female	sole	cleared	medium	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1M	Lucifer rising. Sample containing about 38774 words from a book (domain: imaginative)	39287	48367	39576	8791	3870	teen	mixed	unknown	UK	male	sole	cleared	high	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1N	Christine Brooke-Rose and contemporary fiction. Sample containing about 46614 words from a book (domain: arts)	46873	54234	47372	6862	1831	adult	mixed	unknown	UK	female	sole	cleared	low	---	academic	high	arts	W:ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G1R	Soviet relations with Latin America. Sample containing about 34765 words from a book (domain: world affairs)	34711	39748	35127	4621	1098	adult	mixed	unknown	UK	female	sole	cleared	low	---	academic	medium	world_affairs	W:ac:humanities_arts	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
G1S	Strawberries and wine. Sample containing about 37787 words from a book (domain: imaginative)	38616	46832	39005	7827	3039	adult	female	unknown	UK	female	sole	cleared	low	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_midlands	---	---	---	---	middle	written_books_periodicals
G1V	The man with night sweats. Sample containing about 7524 words from a book (domain: imaginative)	7484	8547	7547	1000	1298	adult	mixed	60+	USA	male	sole	cleared	low	---	fiction	high	imaginative	W:fict:poetry	---	book	written	1985-1993	UK_south	---	---	---	---	beginning	written_books_periodicals
G1W	Taped. Sample containing about 39869 words from a book (domain: imaginative)	40223	47199	40622	6577	3056	adult	unknown	35-44	UK	male	sole	unclaimed	medium	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1X	A history of the world in 10½ Chapters. Sample containing about 35305 words from a book (domain: imaginative)	35736	40918	36078	4840	2153	adult	mixed	35-44	UK	male	sole	cleared	high	---	fiction	high	imaginative	W:fict:prose	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G1Y	A walk to the Western Isles. Sample containing about 43527 words from a book (domain: belief and thought)	43604	51373	44009	7364	1520	adult	mixed	35-44	UK	male	sole	cleared	high	---	prose	low	belief_thought	W:religion	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G20	Reconstructing the welfare state. Sample containing about 41798 words from a book (domain: social science)	41336	45845	41936	3909	1814	adult	mixed	45-59	UK	male	sole	cleared	medium	---	prose	medium	social_science	W:non_ac:soc_science	---	book	written	1985-1993	UK_south	---	---	---	---	middle	written_books_periodicals
G21	The Artist's and Illustrator's Magazine. Sample containing about 21391 words from a periodical (domain: arts)	21463	24602	21650	2952	1395	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	arts	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G22	Brownie. Sample containing about 8733 words from a periodical (domain: leisure)	8735	10122	8796	1326	897	child	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G23	Brownie. Sample containing about 9551 words from a periodical (domain: leisure)	9596	10963	9660	1301	1006	child	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G24	Brownie. Sample containing about 10105 words from a periodical (domain: leisure)	10183	11631	10253	1377	1016	child	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G25	Brownie. Sample containing about 10332 words from a periodical (domain: leisure)	10384	11899	10458	1438	1023	child	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G26	Canada: Ontario the Unexpected. Sample containing about 1976 words of miscellanea (domain: leisure)	2004	2307	2018	288	169	adult	mixed	unknown	unknown	unknown	corporate	cleared	high	---	misc_published	low	leisure	W:misc	---	misc_published	written	1985-1993	UK_north	---	---	---	---	unknown	written_misc
G27	Canoeist. Sample containing about 24954 words from a periodical (domain: leisure)	24880	27561	25082	2479	1318	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G28	Credit Management. Sample containing about 27077 words from a periodical (domain: commerce)	26773	30277	27171	3103	1278	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	prose	high	commerce_finance	W:commerce	---	periodical	written	1985-1993	UK_midlands	---	---	---	---	unknown	written_books_periodicals
G29	Credit Management. Sample containing about 25048 words from a periodical (domain: commerce)	24885	27894	25180	2708	1151	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	prose	high	commerce_finance	W:commerce	---	periodical	written	1985-1993	UK_midlands	---	---	---	---	unknown	written_books_periodicals
G2A	[Collection of estate agents' property details]. Sample containing about 12028 words of miscellanea (domain: commerce)	11980	14062	12025	2036	1476	adult	mixed	unknown	unknown	unknown	multiple	unclaimed	medium	---	misc_published	low	commerce_finance	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
G2B	Falcon Sailing. Sample containing about 31339 words of miscellanea (domain: leisure)	31476	36164	31679	4485	2405	adult	mixed	unknown	unknown	unknown	corporate	cleared	high	---	misc_published	low	leisure	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
G2C	Golf Monthly. Sample containing about 28388 words from a periodical (domain: leisure)	28502	32264	28718	3546	1560	adult	mixed	unknown	unknown	mixed	multiple	cleared	high	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2D	BBC Good Food. Sample containing about 31134 words from a periodical (domain: leisure)	31039	35507	31236	4270	2920	adult	female	unknown	unknown	mixed	multiple	cleared	high	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2E	Harpers &amp; Queen. Sample containing about 59437 words from a periodical (domain: leisure)	59633	68340	60089	8239	2936	adult	female	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2F	Ideal Home. Sample containing about 47126 words from a periodical (domain: leisure)	47054	53549	47494	6032	3269	adult	female	unknown	unknown	unknown	multiple	cleared	high	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2G	[JFIT newsletters]. Sample containing about 15830 words of miscellanea (domain: applied science)	15725	17650	15860	1789	860	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	applied_science	W:misc	---	misc_published	written	1985-1993	unknown	---	---	---	---	unknown	written_misc
G2J	Marxism Today. Sample containing about 37999 words from a periodical (domain: world affairs)	37910	43038	38265	4773	1844	adult	mixed	unknown	unknown	mixed	multiple	unclaimed	low	---	misc_published	medium	world_affairs	W:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2K	Which Mortgage. Sample containing about 18793 words from a periodical (domain: commerce)	18656	20991	18881	2110	1275	adult	mixed	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	medium	commerce_finance	W:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2L	The National Trust Magazine. Sample containing about 20496 words from a periodical (domain: arts)	20521	23008	20713	2295	832	adult	mixed	unknown	unknown	mixed	multiple	cleared	high	---	misc_published	medium	arts	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2M	The National Waterways Museum. Sample containing about 6471 words of miscellanea (domain: leisure)	6437	7166	6496	670	426	adult	mixed	unknown	unknown	unknown	corporate	cleared	low	---	prose	medium	leisure	W:non_ac:humanities_arts	---	misc_published	written	1985-1993	UK_midlands	---	---	---	---	unknown	written_misc
G2N	[Birmingham City Council: official leaflets]. Sample containing about 22740 words of miscellanea (domain: commerce)	22668	25320	22843	2476	1695	adult	mixed	unknown	unknown	unknown	unknown	unclaimed	high	---	misc_published	low	commerce_finance	W:institut_doc	---	misc_published	written	1985-1993	UK	---	---	---	---	unknown	written_misc
G2P	[Official leaflets]. Sample containing about 11662 words of miscellanea (domain: commerce)	11546	12938	11650	1287	833	adult	mixed	unknown	unknown	unknown	unknown	unclaimed	high	---	misc_published	low	commerce_finance	W:institut_doc	---	misc_published	written	1985-1993	UK	---	---	---	---	unknown	written_misc
G2R	[Vale of White Horse District Council: official leaflets]. Sample containing about 3170 words of miscellanea (domain: commerce)	3143	3599	3169	430	330	adult	mixed	unknown	unknown	unknown	unknown	unclaimed	high	---	misc_published	low	commerce_finance	W:institut_doc	---	misc_published	written	1985-1993	UK	---	---	---	---	unknown	written_misc
G2S	Outdoor Action. Sample containing about 27260 words from a periodical (domain: leisure)	27350	30603	27500	3103	1797	adult	mixed	unknown	unknown	unknown	multiple	unclaimed	medium	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2T	Parents. Sample containing about 34495 words from a periodical (domain: social science)	34871	40021	35194	4827	2179	adult	female	unknown	unknown	mixed	multiple	cleared	medium	---	prose	low	social_science	W:non_ac:medicine	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2V	She. Sample containing about 67934 words from a periodical (domain: leisure)	68396	79231	68957	10273	4269	adult	female	unknown	unknown	mixed	multiple	cleared	high	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2W	Ski Survey. Sample containing about 30472 words from a periodical (domain: leisure)	30424	34288	30652	3636	1770	adult	mixed	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G2Y	Treasure Hunting. Sample containing about 27597 words from a periodical (domain: leisure)	27583	31006	27788	3218	1567	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G30	Treasure Hunting. Sample containing about 29678 words from a periodical (domain: leisure)	29587	33160	29812	3343	1691	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G31	The Birmingham Magazine. Sample containing about 18421 words from a periodical (domain: social science)	18413	20717	18551	2166	961	adult	mixed	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	medium	social_science	W:misc	---	periodical	written	1985-1993	UK_midlands	---	---	---	---	unknown	written_books_periodicals
G32	Wave Magazine. Sample containing about 17124 words from a periodical (domain: arts)	17068	19618	17190	2428	988	adult	mixed	unknown	unknown	unknown	multiple	cleared	low	---	misc_published	medium	arts	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G33	BBC Wildlife. Sample containing about 46909 words from a periodical (domain: leisure)	46711	54013	47140	6867	2589	adult	mixed	unknown	unknown	unknown	multiple	cleared	high	---	misc_published	medium	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G34	Women's Art. Sample containing about 20376 words from a periodical (domain: arts)	20433	23627	20591	3036	886	adult	female	unknown	UK	unknown	multiple	cleared	low	---	misc_published	medium	arts	W:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G35	Woman. Sample containing about 31761 words from a periodical (domain: leisure)	32499	37517	32760	4757	2293	adult	female	unknown	unknown	unknown	multiple	cleared	high	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G36	Woman. Sample containing about 30569 words from a periodical (domain: leisure)	31134	36077	31392	4685	2457	adult	female	unknown	unknown	unknown	multiple	cleared	high	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G37	Yachting World. Sample containing about 45792 words from a periodical (domain: leisure)	45644	51500	46100	5399	2432	adult	male	unknown	unknown	mixed	multiple	cleared	medium	---	misc_published	low	leisure	W:pop_lore	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G38	Marketing Week January 17. Sample containing about 15168 words from a periodical (domain: commerce)	15244	17296	15415	1881	772	adult	mixed	unknown	unknown	unknown	multiple	cleared	medium	---	misc_published	high	commerce_finance	W:misc	---	periodical	written	1985-1993	UK_south	---	---	---	---	unknown	written_books_periodicals
G39	Daughter of the Dales. Sample containing about 34457 words from a book (domain: world affairs)	34370	38471	34683	3788	1701	adult	mixed	unknown	unknown	mixed	multiple	cleared	high	---	prose	medium	world_affairs	W:biography	---	book	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
G3A	I believe in the Holy Spirit. Sample containing about 40735 words from a book (domain: belief and thought)	40849	46877	41151	5724	1953	adult	mixed	45-59	UK	male	sole	cleared	high	---	prose	high	belief_thought	W:religion	---	book	written	1975-1984	UK_south	---	---	---	---	beginning	written_books_periodicals
G3B	Peace and war: growing up in Fascist Italy. Sample containing about 41296 words from a book (domain: world affairs)	40983	46177	41377	4800	1967	adult	mixed	60+	unknown	female	sole	cleared	high	---	prose	medium	world_affairs	W:biography	---	book	written	1985-1993	UK_south	---	---	---	---	end	written_books_periodicals
G3D	How to combat alcoholism &amp; addiction. Sample containing about 40637 words from a book (domain: social science)	40175	44868	40578	4290	1809	adult	unknown	45-59	unknown	male	sole	unclaimed	unknown	---	prose	medium	social_science	W:non_ac:soc_science	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3E	Death of an expert witness. Sample containing about 38783 words from a book (domain: imaginative)	39641	46087	39989	6098	2928	adult	unknown	45-59	unknown	female	sole	unclaimed	unknown	---	fiction	low	imaginative	W:fict:prose	---	book	written	1975-1984	UK	---	---	---	---	beginning	written_books_periodicals
G3F	Elements of marketing. Sample containing about 42123 words from a book (domain: commerce)	41768	48160	42235	5925	2179	adult	unknown	unknown	unknown	male	sole	unclaimed	unknown	---	prose	medium	commerce_finance	W:commerce	---	book	written	1985-1993	UK	---	---	---	---	middle	written_books_periodicals
G3G	The Fraxilly fracas. Sample containing about 38517 words from a book (domain: imaginative)	38322	45716	38744	6972	2875	adult	unknown	45-59	Commonwealth	male	sole	unclaimed	unknown	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3H	Weekly Hansard. Sample containing about 40398 words from a book (domain: world affairs)	40060	44442	40467	3975	1855	adult	unknown	unknown	unknown	unknown	corporate	unclaimed	unknown	---	misc_published	medium	world_affairs	W:hansard	---	book	written	1985-1993	UK	---	---	---	---	unknown	written_books_periodicals
G3J	The Licensing (Scotland) Act 1976. Sample containing about 41882 words from a book (domain: social science)&gt;	41433	48936	42138	6798	1519	adult	male	unknown	unknown	female	sole	unclaimed	unknown	---	fiction	low	imaginative	W:fict:prose	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3K	Instrument flying &amp; background to the instrument &amp; IMC. Sample containing about 23544 words from a book (domain: applied science)	23172	26534	23419	3115	1793	adult	unknown	unknown	unknown	female	sole	unclaimed	unknown	---	misc_published	high	applied_science	W:misc	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3L	Introduction to British politics. Sample containing about 44350 words from a book (domain: world affairs)	43634	48756	44254	4502	1418	adult	unknown	unknown	unknown	male	multiple	unclaimed	unknown	---	academic	medium	world_affairs	W:ac:polit_law_edu	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3N	The laws of Occam programming. Sample containing about 15210 words from a book (domain: applied science)	14967	17167	15104	2063	734	adult	unknown	unknown	unknown	unknown	multiple	unclaimed	unknown	---	academic	high	applied_science	W:ac:tech_engin	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3P	The Oxford English programme. Sample containing about 39360 words from a book (domain: social science)	39879	47214	40215	6999	3434	adult	unknown	unknown	unknown	male	multiple	unclaimed	unknown	---	misc_published	medium	social_science	W:misc	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3R	The Shah's last ride. Sample containing about 42967 words from a book (domain: world affairs)	42786	48834	43129	5705	2291	adult	unknown	35-44	unknown	male	sole	unclaimed	unknown	---	prose	low	world_affairs	W:biography	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3S	Vets might fly. Sample containing about 40351 words from a book (domain: imaginative)	40946	47963	41246	6717	3034	adult	unknown	unknown	unknown	male	sole	unclaimed	unknown	---	fiction	low	imaginative	W:fict:prose	---	book	written	1975-1984	UK	---	---	---	---	beginning	written_books_periodicals
G3T	Weaving's bankruptcy procedure. Sample containing about 20472 words from a book (domain: social science)	20414	23272	20688	2584	676	adult	unknown	unknown	unknown	male	sole	unclaimed	unknown	---	academic	medium	social_science	W:ac:polit_law_edu	---	book	written	1985-1993	UK	---	---	---	---	beginning	written_books_periodicals
G3U	Justice and Peace Group meeting. Sample containing about 12798 words speech recorded in business context	13150	15297	13276	1833	1152	---	---	---	---	---	---	unclaimed	---	business	spoken_other	---	---	S:meeting	dialogue	---	spoken	1985-1993	---	north	---	---	---	---	spoken_context
